stratum,priority,work_id,doi,year,venue,screen_verdict,screen_cell,screen_route_to,outcome_level,evidence_type,desire_for_children_held_fixed,screen_reason,preflagged_issue,ra_verdict,ra_cell,ra_route_to,agree_or_overturn,ra_reason,send_to_fulltext,ra_initials,ra_date,title
C_INSUFFICIENT_INFO,2,W3091975229,10.1007/s11199-020-01197-z,2020,Sex Roles,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title does not reveal whether environmental frames or any fertility estimand are present.,,,,,,,,,,Media Frames of Voluntary Childlessness in the United States from 1989 to 2018
C_INSUFFICIENT_INFO,2,W3164991147,10.2139/ssrn.3685386,2020,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract and an uninformative title; cannot be routed on the visible record.,,,,,,,,,,The Right to Matter
C_INSUFFICIENT_INFO,2,W2921477517,10.1016/j.jclepro.2019.03.126,2019,Journal of Cleaner Production,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title on technology optimism does not identify treatment or outcome.,,,,,,,,,,Is technology optimism justified? A discussion towards a comprehensive narrative
C_INSUFFICIENT_INFO,2,W2936094493,10.1007/978-3-030-10910-3_20,2019,Handbooks of sociology and social research,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,"abstract-less chapter title; topic area only, no estimand",,,,,,,,,,19 Population Psychology
C_INSUFFICIENT_INFO,2,W2964272479,10.1007/978-3-030-20234-7_8,2019,,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract and a generic chapter title giving no indication of topic or estimand.,,,,,,,,,,"Cross-Country Comparison: Policies, Patterns and Processes"
C_INSUFFICIENT_INFO,2,W2964899698,10.1007/978-3-030-13905-6_13,2019,,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract-less generic population title; no estimand visible on the record.,,,,,,,,,,Population Issues and Solutions
C_INSUFFICIENT_INFO,2,W2969543810,10.1007/s12546-019-09230-z,2019,Journal of Population Research,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title names a fertility-intention study but no ecological content is visible.,,,,,,,,,,Posterity and population growth: fertility intention among a cohort of Nigerian adolescents
C_INSUFFICIENT_INFO,2,W2970741854,10.1007/s10745-019-00099-3,2019,Human Ecology,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title suggests a human-footprint overview but no estimand is visible.,,,,,,,,,,Where the Wild Things were is Where Humans are Now: an Overview
C_INSUFFICIENT_INFO,2,W3122173834,10.2139/ssrn.3489911,2019,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,,NA,theory,unclear,No abstract; title links environment and population growth but names no mechanism.,,,,,,,,,,"Directed Technical Change, Environmental Sustainability, and Population Growth"
C_INSUFFICIENT_INFO,2,W3154738001,10.1017/9781108610162.002,2019,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract withheld by the publisher; title suggests posterity ethics but does not show any procreation estimand.,,,,,,,,,,The Ethics of Posterity and the Climate Change Novel
C_INSUFFICIENT_INFO,2,W3162117901,10.1017/9781108610162.003,2019,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title on parental-care ethics in post-catastrophe fiction is plausibly eco-ethical but states no estimand.,,,,,,,,,,The Limits of Parental Care Ethics:<i>Cormac McCarthy’s</i>The Road<i>and Maggie Gee’s</i>The Ice People
C_INSUFFICIENT_INFO,2,W3163337942,10.1017/9781108610162.006,2019,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; ecocriticism of climate fiction on 'ecocentric posterity' whose relation to procreation ethics is unreadable.,,,,,,,,,,"<i>Science, Utopianism, and Ecocentric Posterity: Kim Stanley Robinson’s</i>‘Science in the Capital’<i>and Barbara Kingsolver’s</i>Flight Behaviour"
C_INSUFFICIENT_INFO,2,W3182076248,10.1017/9781108610162.004,2019,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract unavailable; literary title on overpopulation and motherhood environmentalism states no estimand.,,,,,,,,,,<i>Overpopulation and Motherhood Environmentalism: Edan Lepucki’s</i>California<i>and Liz Jensen’s</i>The Rapture
C_INSUFFICIENT_INFO,2,W3199420501,10.1017/9781108610162.007,2019,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,no summary available and the title states no estimand,,,,,,,,,,The Sense of No Ending
C_INSUFFICIENT_INFO,2,W4211073734,10.1017/9781108610162.005,2019,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No summary supplied; dystopian-fiction chapter on posterity may or may not argue eco-procreative ethics.,,,,,,,,,,"<i>Identity, Ethical Agency, and Radical Posterity: Jeanette Winterson’s</i>The Stone Gods<i>and Sarah Hall’s</i>The Carhullan Army"
C_INSUFFICIENT_INFO,2,W4386433963,10.22259/2642-9136.0201005,2019,Annals of Geographical Studies,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Letter with no abstract; title names the commented-on paper but no visible estimand.,,,,,,,,,,Letter to the Editor on: “The Climate Mitigation Gap: Education and Government Recommendations Miss the Most Effective Individual Actions” by Wynes and Nicholas
C_INSUFFICIENT_INFO,2,W2790006229,10.1016/j.outlook.2018.02.008,2018,Nursing Outlook,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; the title states no estimand.,,,,,,,,,,Nurses play essential roles in reducing health problems due to climate change
C_INSUFFICIENT_INFO,2,W2791575854,,2018,,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; the title states no estimand.,,,,,,,,,,Social Media Use in 2018
C_INSUFFICIENT_INFO,2,W2792156548,10.1088/1748-9326/aab213,2018,Environmental Research Letters,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract-less comment on an individual-mitigation-actions paper; nothing visible establishes a fertility estimand.,,,,,,,,,,Comment on ‘The climate mitigation gap: education and government recommendations miss the most effective individual actions’
C_INSUFFICIENT_INFO,2,W2916801082,10.2139/ssrn.3338775,2018,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title 'Family Planning and Climate Change' does not state an estimand or direction.,,,,,,,,,,Family Planning and Climate Change
C_INSUFFICIENT_INFO,2,W3160473130,10.7312/asme18999-010,2018,Columbia University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Eco-catastrophe title with no abstract; cannot tell whether it carries any procreation argument.,,,,,,,,,,The Uninhabitable Earth
C_INSUFFICIENT_INFO,2,W2206794425,10.1007/978-3-319-44667-7,2017,Demographic research monographs,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract-less volume on childlessness; title does not state any ecological-fear estimand.,,,,,,,,,,"Childlessness in Europe: Contexts, Causes, and Consequences"
C_INSUFFICIENT_INFO,2,W2670156578,10.1007/s10680-017-9429-1,2017,European Journal of Population / Revue européenne de Démographie,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,abstract-less record on reasons for abandoning childbearing; cannot tell whether ecological reasons are among them,,,,,,,,,,Why Childless Men and Women Give Up on Having Children
C_INSUFFICIENT_INFO,2,W2680962953,10.1016/b978-0-12-409548-9.10309-4,2017,Elsevier eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract-less 'Population Control' entry could be ecologically or non-ecologically motivated; not routable as shown.,,,,,,,,,,OBSOLETE: Population Control
C_INSUFFICIENT_INFO,2,W2725625431,10.1038/nclimate3318,2017,Nature Climate Change,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title leaves unclear whether the climate channel is physical exposure or attitudinal.,,,,,,,,,,Considering climate in studies of fertility and reproductive health in poor countries
C_INSUFFICIENT_INFO,2,W2753241317,10.2139/ssrn.3036318,2017,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract-less demography-and-climate-policy title; direction and estimand not determinable.,,,,,,,,,,Global Demographic Change and Climate Policies
C_INSUFFICIENT_INFO,2,W2771328512,10.1017/9781316569290.021,2017,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract-less climate-fiction record; cannot tell whether it engages procreation at all.,,,,,,,,,,Climate Change Fiction
C_INSUFFICIENT_INFO,2,W2776796180,10.1016/j.gloenvcha.2017.11.012,2017,Global Environmental Change,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,abstract-less; title names environmental concern but no estimand,,,,,,,,,,Differentiating environmental concern in the context of psychological adaption to climate change
C_INSUFFICIENT_INFO,2,W3125956869,10.1016/j.jdeveco.2017.10.007,2017,Journal of Development Economics,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,no abstract; title names an income-shock estimand but not the D.3.b estimand verbatim,,,,,,,,,,"Income shocks, contraceptive use, and timing of fertility"
C_INSUFFICIENT_INFO,2,W4229889617,10.1016/b978-0-12-809665-9.10309-x,2017,Elsevier eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract-less population-control chapter title; nothing routable on the visible record.,,,,,,,,,,"Population: Growth, Decline, and Control"
C_INSUFFICIENT_INFO,2,W2272868730,10.1016/s0140-6736(16)00256-7,2016,The Lancet,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; the title states no fertility estimand.,,,,,,,,,,El Niño and climate change—contributing factors in the dispersal of Zika virus in the Americas?
C_INSUFFICIENT_INFO,2,W2346039311,10.1080/00963402.2016.1170400,2016,Bulletin of the Atomic Scientists,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract is only a keyword list; title on population and climate mitigation does not state the estimand.,,,,,,,,,,Population’s part in mitigating climate change
C_INSUFFICIENT_INFO,2,W2489122907,10.1007/978-3-319-33871-2_4,2016,SpringerBriefs in public health,UNCERTAIN,INSUFFICIENT_INFO,,NA,theory,unclear,Procreative-ethics title with no abstract; cannot tell whether the objection is ecological or harm-of-existence.,,,,,,,,,,Challenges to Procreative Obligation
C_INSUFFICIENT_INFO,2,W2494966325,10.3197/jps.2016.1.1.27,2016,The Journal of Population and Sustainability,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,"Title raises a procreation-rights argument but the record shows only a reference list, so ecological content cannot be confirmed.",,,,,,,,,,One child: do we have a right to more?
C_INSUFFICIENT_INFO,2,W2498799629,10.1007/978-3-319-33871-2_2,2016,SpringerBriefs in public health,UNCERTAIN,INSUFFICIENT_INFO,,NA,theory,unclear,"Abstract-less ethics piece on small individual effects, plausibly climate eco-ethics but unroutable.",,,,,,,,,,What Can I Do? Small Effects and the Collective Action Worry
C_INSUFFICIENT_INFO,2,W2550981489,10.1515/9780822373780,2016,,UNCERTAIN,INSUFFICIENT_INFO,,NA,theory,unclear,Eco-philosophy of kin-making amid ecological devastation; abstract states no procreative normative claim or fertility estimand.,,,,,,,,,,Staying with the Trouble: Making Kin in the Chthulucene
C_INSUFFICIENT_INFO,2,W4239727386,10.4159/9780674545878,2016,Harvard University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract and a title that names no estimand.,,,,,,,,,,Imagined Futures
C_INSUFFICIENT_INFO,2,W4253465212,10.1007/978-3-319-33871-2,2016,SpringerBriefs in public health,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; 'small family ethic' does not on its face name ecological content.,,,,,,,,,,Toward a Small Family Ethic
C_INSUFFICIENT_INFO,2,W4254988502,10.1007/978-3-319-33871-2_3,2016,SpringerBriefs in public health,UNCERTAIN,INSUFFICIENT_INFO,,NA,theory,unclear,"Abstract-less ethics chapter on individual obligation; possibly climate-ethics, unroutable.",,,,,,,,,,Individual Obligation
C_INSUFFICIENT_INFO,2,W2170124711,10.5751/es-07181-200156,2015,Ecology and Society,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract field holds only a self-citation; title names no estimand.,,,,,,,,,,Transformational change: creating a safe operating space for humanity
C_INSUFFICIENT_INFO,2,W2269728074,10.2139/ssrn.2701762,2015,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; drought-and-growth title gives no fertility or attitudinal outcome to route on.,,,,,,,,,,Long-Term Growth Effects of Natural Disasters - Empirical Evidence for Droughts
C_INSUFFICIENT_INFO,2,W2021231242,10.1007/s11406-014-9553-7,2014,Philosophia,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,abstract-less population-ethics title with no ecological content stated,,,,,,,,,,Would Human Extinction Be Morally Wrong?
C_INSUFFICIENT_INFO,2,W1976642689,10.1016/j.rie.2013.07.004,2013,Research in Economics,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; 'Demography and pollution' leaves the direction and mechanism unstated.,,,,,,,,,,Demography and pollution
C_INSUFFICIENT_INFO,2,W2000049413,10.1007/s10995-013-1286-x,2013,Maternal and Child Health Journal,UNCERTAIN,INSUFFICIENT_INFO,,NA,observational,unclear,No abstract; the determinants behind men's birth intentions are unstated.,,,,,,,,,,Exploring U.S. Men’s Birth Intentions
C_INSUFFICIENT_INFO,2,W2002842634,10.1007/s10677-013-9458-8,2013,Ethical Theory and Moral Practice,UNCERTAIN,INSUFFICIENT_INFO,,NA,theory,unclear,No abstract; anti-natalist title does not reveal whether the argument is ecological or harm-of-existence.,,,,,,,,,,The Immorality of Having Children
C_INSUFFICIENT_INFO,2,W2007680654,10.1016/j.reseneeco.2013.05.004,2013,Resource and Energy Economics,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title links population growth and pollution but states no fertility estimand.,,,,,,,,,,Population growth in polluting industrialization
C_INSUFFICIENT_INFO,2,W2592590678,,2013,PubMed,UNCERTAIN,INSUFFICIENT_INFO,,NA,observational,unclear,Family planning framed as climate adaptation; unclear whether ecological fear operates on individual fertility intentions.,,,,,,,,,,"Linking population, fertility, and family planning with adaptation to climate change: perspectives from Ethiopia."
C_INSUFFICIENT_INFO,2,W81111526,10.1007/978-94-007-6722-5_9,2013,The Springer series on demographic methods and population analysis,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title names climate policy and reproductive health but states no estimand.,,,,,,,,,,"Climate Change Science, Policy and Programming: Where Are Population and Reproductive Health?"
C_INSUFFICIENT_INFO,2,W2054957648,10.1016/j.ecolecon.2012.06.001,2012,Ecological Economics,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title on population in ecological economics does not identify a direction or estimand.,,,,,,,,,,Population matters in ecological economics
C_INSUFFICIENT_INFO,2,W4389417524,10.2307/j.ctt5hjdm1,2012,Rutgers University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title on Malthusian population thought does not state an estimand.,,,,,,,,,,The Malthusian Moment
C_INSUFFICIENT_INFO,2,W1999417181,10.1068/a44372,2011,Environment and Planning A Economy and Space,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract-less climate-attitudes-and-aging title with plausible adjacency but no routable content.,,,,,,,,,,Climate Change When You are Getting on in Life
C_INSUFFICIENT_INFO,2,W34683943,10.1007/978-94-007-1945-3_3,2011,,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract and a generic fertility title; nothing to route on.,,,,,,,,,,Fertility Change and Variation
C_INSUFFICIENT_INFO,2,W1887057465,10.1007/s10680-010-9224-8,2010,European Journal of Population / Revue européenne de Démographie,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title on press framing of low fertility does not state an estimand.,,,,,,,,,,Fertile Debates: A Comparative Account of Low Fertility in the British and Greek National Press
C_INSUFFICIENT_INFO,2,W1985695705,10.1016/j.jenvp.2010.01.004,2010,Journal of Environmental Psychology,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title names personality and environmental concern without stating any estimand.,,,,,,,,,,Personality and environmental concern
C_INSUFFICIENT_INFO,2,W2148809031,10.1016/j.gloenvcha.2010.07.002,2010,Global Environmental Change,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract and the title names the manipulation but not the dependent variable.,,,,,,,,,,Framing and communicating climate change: The effects of distance and outcome frame manipulations
C_INSUFFICIENT_INFO,2,W2030865485,10.1007/s11673-009-9197-7,2009,Journal of Bioethical Inquiry,UNCERTAIN,INSUFFICIENT_INFO,,NA,theory,unclear,No abstract; title signals general ecoethics without stating any procreation or fertility content.,,,,,,,,,,Ecoethics: Now Central to All Ethics
C_INSUFFICIENT_INFO,2,W3121378169,10.2139/ssrn.1144442,2008,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,"No abstract and the title does not state an estimand, so the record cannot be routed.",,,,,,,,,,Cohabitation and Family Formation in Japan
C_INSUFFICIENT_INFO,2,W1506741765,10.1007/s10680-006-9112-4,2007,European Journal of Population / Revue européenne de Démographie,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,qualitative childlessness study with no abstract; reported reasons unknown,,,,,,,,,,Choice and circumstance: Qualitative insights into contemporary childlessness in Australia
C_INSUFFICIENT_INFO,2,W2114798658,10.1111/j.1728-4457.2006.00146.x,2006,Population and Development Review,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract is a 'Peer Reviewed' placeholder; the SDT title alone does not identify the estimand.,,,,,,,,,,The Second Demographic Transition in the United States: Exception or Textbook Example?
C_INSUFFICIENT_INFO,2,W2008325103,10.1007/s11111-006-0017-2,2005,Population and Environment,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Title couples demography to climate change but no abstract states which direction or outcome is estimated.,,,,,,,,,,"On Development, Demography and Climate Change: The End of the World as We Know it?"
C_INSUFFICIENT_INFO,2,W4233661072,10.7208/chicago/9780226126791.001.0001,2005,,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract and the title states no estimand.,,,,,,,,,,Reading History Sideways
C_INSUFFICIENT_INFO,2,W2396570464,,2004,Family matters,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title names a fertility-decision estimand but not whether ecological reasons feature.,,,,,,,,,,Factors Influencing Men's and Women's Decisions about Having Children
C_INSUFFICIENT_INFO,2,W1518912823,10.1023/a:1010784028474,2001,European Journal of Population / Revue européenne de Démographie,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,no abstract; title poses a general motivation-for-children question without an ecological estimand,,,,,,,,,,"Why Have Children in the 21st Century? Biological Predisposition, Social Coercion, Rational Choice"
C_INSUFFICIENT_INFO,2,W9880170,10.1016/b0-08-043076-7/02134-3,2001,Elsevier eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; a Second Demographic Transition reference entry whose treated mechanism is unstated.,,,,,,,,,,"Demographic Transition, Second"
C_INSUFFICIENT_INFO,2,W2007488369,10.1016/s0277-5395(00)00076-5,2000,Women s Studies International Forum,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,"Title conveys no topic and no abstract is supplied, so the record cannot be routed.",,,,,,,,,,When no means no
C_INSUFFICIENT_INFO,2,W4229690794,10.2307/2807974,1998,Population and Development Review,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title states a fertility quantum/tempo topic with no visible estimand.,,,,,,,,,,On the Quantum and Tempo of Fertility
C_INSUFFICIENT_INFO,2,W3216307858,10.1515/9780691214429,1997,Princeton University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,no abstract and the title states no estimand,,,,,,,,,,Modernization and Postmodernization
C_INSUFFICIENT_INFO,2,W2203867857,,1996,PubMed,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,no abstract and the title states no estimand,,,,,,,,,,New patterns of family formation in Italy. Which tools for which interpretations?
C_INSUFFICIENT_INFO,2,W2328212465,10.2307/2137508,1995,Population and Development Review,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract and the title states no estimand.,,,,,,,,,,Recent Demographic Developments in Europe: 1994.
C_INSUFFICIENT_INFO,2,W2334513225,10.2307/3034709,1995,Journal of the Royal Anthropological Institute,UNCERTAIN,INSUFFICIENT_INFO,,NA,theory,unclear,Abstract-less social-theory title on risk and modernity; no stated estimand to route on.,,,,,,,,,,Risk Society: Towards a New Modernity
C_INSUFFICIENT_INFO,2,W584171034,,1995,Social Weather Stations eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; survey report title on family and gender roles states no estimand.,,,,,,,,,,"The Filipino family, gender roles and other women's issues : the 1994 ISSP survey"
C_INSUFFICIENT_INFO,2,W2018012181,10.1007/bf02208317,1994,Population and Environment,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,Abstract-less optimum-population piece that could be resource carrying-capacity analysis or population ethics.,,,,,,,,,,Natural resources and an optimum human population
C_INSUFFICIENT_INFO,2,W2802567251,10.2307/20045831,1993,Foreign Affairs,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,no abstract and the title states no fertility estimand,,,,,,,,,,The Economics of Global Warming
C_INSUFFICIENT_INFO,2,W4211242600,10.1007/978-1-4615-7151-3_14,1987,,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,"Voluntary childlessness with no abstract; operative reasons unidentifiable, so Wall 1 cannot be applied.",,,,,,,,,,Voluntary Childlessness
C_INSUFFICIENT_INFO,2,W3128034257,,1986,VUBIR (Vrije Universiteit Brussel),UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,no abstract and the title states no estimand,,,,,,,,,,Bevolking: groei en krimp
C_INSUFFICIENT_INFO,2,W79229537,10.1016/0147-1767(85)90062-8,1985,International Journal of Intercultural Relations,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,abstract-less one-word title conveying no estimand,,,,,,,,,,Naturalistic inquiry
C_INSUFFICIENT_INFO,2,W4247490471,10.2307/1973546,1983,Population and Development Review,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; the feared object behind 'risk' is unidentifiable from the title (rule 8).,,,,,,,,,,Fertility as an Adjustment to Risk
C_INSUFFICIENT_INFO,2,W1497293879,10.1016/b978-0-12-722050-5.50024-5,1979,Elsevier eBooks,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,"abstract-less; 'environment' in title could be physical-ecological or attitudinal, not routable",,,,,,,,,,Does Human Fertility Adjust to the Environment?
C_INSUFFICIENT_INFO,2,W2322338301,10.2307/351744,1979,Journal of Marriage and the Family,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; title on class and values states no estimand.,,,,,,,,,,Class and Conformity: A Study in Values
C_INSUFFICIENT_INFO,2,W2316658320,10.2307/350141,1970,Journal of Marriage and the Family,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,no abstract and the title does not state any estimand,,,,,,,,,,Class and Conformity
C_INSUFFICIENT_INFO,2,W2325828067,10.2307/2084524,1940,American Sociological Review,UNCERTAIN,INSUFFICIENT_INFO,,NA,other,unclear,No abstract; the title states no estimand.,,,,,,,,,,Situated Actions and Vocabularies of Motive
D_OTHER_WALLS,3,W4395475810,10.1111/padr.12624,2024,Population and Development Review,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,no,"Feared object is personal economic security, routing to C.5.a under Wall 3.",,,,,,,,,,"Fertility Postponement, Economic Uncertainty, and the Increasing Income Prerequisites of Parenthood"
D_OTHER_WALLS,3,W4399177467,10.1007/s10680-024-09701-x,2024,European Journal of Population / Revue européenne de Démographie,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,review,unclear,"feared object is employment and income insecurity, routing to C.5.a under Wall 3",,,,,,,,,,"Family Life Courses, Uncertain Futures, and the Changing World of Work: State-of-the-Art and Prospects"
D_OTHER_WALLS,3,W4400380763,10.1016/j.enpol.2024.114242,2024,Energy Policy,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,"title states material/economic deprivation as the treatment, not ecological fear (Wall 3)",,,,,,,,,,Energy poverty and fertility intentions: An empirical analysis from household multidimensional perspectives
D_OTHER_WALLS,3,W4402094469,10.1038/s41598-024-71043-9,2024,Scientific Reports,NOT_RELEVANT,OFF_CLINICAL_D3a,D.3.a,NA,observational,unclear,General trait anxiety with no climate content as the feared object (Wall 2).,,,,,,,,,,The mediating effect of maturity on anxiety and the motives for postponing parenthood
D_OTHER_WALLS,3,W4362579434,10.1016/j.econmod.2023.106298,2023,Economic Modelling,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,quasi-experimental,unclear,"Labor-market economic uncertainty as the feared object, routing to C.5.a under Wall 3.",,,,,,,,,,Temporary employment and fertility in Italy: The effect of two labor market reforms in the early 2000s
D_OTHER_WALLS,3,W4210410000,10.1111/jomf.12822,2022,Journal of Marriage and the Family,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,quasi-experimental,no,"narratives of the future are explicitly economic, so the feared object routes to C.5.a under Wall 3",,,,,,,,,,The impact of narratives of the future on fertility intentions in Norway
D_OTHER_WALLS,3,W4210427270,10.1111/jomf.12820,2022,Journal of Marriage and the Family,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,no,"Economic risk tolerance and children-as-insurance framing; feared object is economic, not planetary (Wall 3).",,,,,,,,,,Risk tolerance and fertility: Evidence from a lottery question in Italy
D_OTHER_WALLS,3,W4213162376,10.1007/s10680-021-09602-3,2022,European Journal of Population / Revue européenne de Démographie,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,quasi-experimental,unclear,"Experimental narratives are economic-future scenarios, so the feared object is economic (Wall 3).",,,,,,,,,,Narratives of the Future Affect Fertility: Evidence from a Laboratory Experiment
D_OTHER_WALLS,3,W4213378561,10.1553/populationyearbook2022.res1.6,2022,Vienna Yearbook of Population Research,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,quasi-experimental,unclear,"Pandemic and economic uncertainty with wait-and-see expectations, not ecological dread (Wall 3).",,,,,,,,,,Narratives of the future and fertility decision-making in uncertain times. An application to the COVID-19 pandemic
D_OTHER_WALLS,3,W4307852362,10.1007/s10834-022-09872-x,2022,Journal of Family and Economic Issues,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,quasi-experimental,unclear,"Feared object is personal economic security, routing to C.5.a under Wall 3.",,,,,,,,,,Perceived Economic Uncertainty and Fertility Intentions in Couples: A Dyadic Extension of the Theory of Planned Behaviour
D_OTHER_WALLS,3,W3127266565,10.1093/esr/jcab001,2021,European Sociological Review,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,quasi-experimental,no,"Feared object is economic/financial stability, routing to C.5.a under Wall 3.",,,,,,,,,,"Spreading Uncertainty, Shrinking Birth Rates: A Natural Experiment for Italy"
D_OTHER_WALLS,3,W3185386138,10.20377/jfr-666,2021,Journal of Family Research,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,no,"Reported operative reason is pandemic financial insecurity, not ecological fear (Wall 3).",,,,,,,,,,Perceived consequences of the COVID-19 pandemic and childbearing intentions in Poland
D_OTHER_WALLS,3,W3033416953,10.1080/00324728.2020.1742927,2020,Population Studies,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,"Feared object is economic recession uncertainty, not planetary habitability (Wall 3).",,,,,,,,,,Trust and fertility in uncertain times
