id,doi,cell,year,title,oa_status,fetch,fetch_note,text,text_note,url
W1960405315,10.3109/14647273.2015.1083144,SECONDARY_ART_MULTIPLES,2015,Elective Single Embryo Transfer: an update to UK Best Practice Guidelines,hybrid,FAILED,"not a PDF — publisher returned b'<!DO' (http 403); route blocked, not closed",-,-,https://www.tandfonline.com/doi/pdf/10.3109/14647273.2015.1083144?needAccess=true&role=button
W4391875770,10.1093/humrep/deae010,SECONDARY_ART_MULTIPLES,2024,ESHRE guideline: number of embryos to transfer during IVF/ICSI,hybrid,FAILED,"not a PDF — publisher returned b'<!DO' (http 403); route blocked, not closed",-,-,https://academic.oup.com/humrep/advance-article-pdf/doi/10.1093/humrep/deae010/56671777/deae010.pdf
W2419574347,10.12891/ceog1847.2015,SECONDARY_ART_MULTIPLES,2015,Improved neonatal prognosis following restriction in the number of transferred embryos in ,bronze,OK,"http 200, 93kb",OK,28kb text,https://www.imrpress.com/journal/CEOG/42/4/10.12891/ceog1847.2015/pdf
W2094231820,10.1136/bmj.312.7035.879,EXPOSURE_SERIES,1996,Twin births to mothers who are twins: a registry based study,green,FAILED,"not a PDF — publisher returned b'\n<!D' (http 200); route blocked, not closed",-,-,https://www.ncbi.nlm.nih.gov/pmc/articles/2350609
W1784040407,10.2307/3654895,EXPOSURE_SERIES,2004,"The Frequency of Twin Births in France. The Triple Influence of Biology, Medicine and Fami",green,FAILED,"not a PDF — publisher returned b'<!DO' (http 200); route blocked, not closed",-,-,http://hdl.handle.net/20.500.12204/AX_Vg9iiBnm4X3q6CnqO
W4389328752,10.1093/humrep/dead247,EXPOSURE_SERIES,2023,Genome-wide association study meta-analysis of dizygotic twinning illuminates genetic regu,hybrid,FAILED,"not a PDF — publisher returned b'<!DO' (http 403); route blocked, not closed",-,-,https://academic.oup.com/humrep/advance-article-pdf/doi/10.1093/humrep/dead247/54025663/dead247.pdf
W2133326212,10.1375/twin.12.1.79,EXPOSURE_SERIES,2009,The Estimated Probability of Dizygotic Twins: A Comparison of Two Methods,bronze,OK,"http 200, 274kb",OK,25kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D9CB6404D98BC9C2148006E13F24A336/S1832427400009610a.pdf/div-class-title-the-estimated-probability-of-dizygotic-twins-a-comparison-of-two-methods-div.pdf
W2319773800,10.3861/jshhe.41.59,EXPOSURE_SERIES,1975,Twin Registration and Related Superstition,diamond,OK,"http 200, 840kb",OK,18kb text,https://www.jstage.jst.go.jp/article/jshhe1931/41/2/41_2_59/_pdf
W2166512904,10.1093/humrep/dep030,EXPOSURE_SERIES,2009,Traces of embryogenesis are the same in monozygotic and dizygotic twins: not compatible wi,green,FAILED,"not a PDF — publisher returned b'\n<!D' (http 200); route blocked, not closed",-,-,https://www.ncbi.nlm.nih.gov/pmc/articles/2683734
W2202932755,10.1017/s1120962300024707,EXPOSURE_SERIES,1972,Pituitary Gonadotropins and Multiple Births in Nigeria,bronze,OK,"http 200, 183kb",OK,7kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/68FAE645BC14456D5C3DDBB34AB57641/S1120962300024707a.pdf/div-class-title-pituitary-gonadotropins-and-multiple-births-in-nigeria-div.pdf
W2342971458,10.1016/j.ajhg.2016.03.008,EXPOSURE_SERIES,2016,Identification of Common Genetic Variants Influencing Spontaneous Dizygotic Twinning and F,bronze,FAILED,"not a PDF — publisher returned b'<!DO' (http 403); route blocked, not closed",-,-,https://www.cell.com/article/S000292971630043X/pdf
W2094047998,10.1016/s0140-6736(00)40112-1,EXPOSURE_SERIES,1841,STATISTICS OF MULTIPLE BIRTHS.,green,FAILED,"not a PDF — publisher returned b'\n\n\n<' (http 200); route blocked, not closed",-,-,https://zenodo.org/record/1708100
W2091935889,,EXPOSURE_SERIES,2010,Births: Final Data for 2015.,green,FAILED,"not a PDF — publisher returned b'\n<!D' (http 200); route blocked, not closed",-,-,http://digitalcommons.unl.edu/publichealthresources/65
W4402319170,10.1017/thg.2024.26,EXPOSURE_SERIES,2024,Maternal Characteristics in Natural and Medically Assisted Reproduction Dizygotic Twin Pre,hybrid,OK,"http 200, 232kb",OK,43kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/AB9CF46EF482954BCF9E2D06153AD469/S1832427424000264a.pdf/div-class-title-maternal-characteristics-in-natural-and-medically-assisted-reproduction-dizygotic-twin-pregnancies-div.pdf
W4388932244,10.1017/thg.2023.45,EXPOSURE_SERIES,2023,GWAS of Dizygotic Twinning in an Enlarged Australian Sample of Mothers of DZ Twins,hybrid,OK,"http 200, 2182kb",OK,45kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A8CE0C359550130E80A86B37EF4DF0F0/S1832427423000452a.pdf/div-class-title-gwas-of-dizygotic-twinning-in-an-enlarged-australian-sample-of-mothers-of-dz-twins-div.pdf
W4410793671,10.1007/s10815-025-03515-4,EXPOSURE_SERIES,2025,Polygenic scores for dizygotic twinning: insights into the genetic architecture of female ,hybrid,FAILED,"not a PDF — publisher returned b'<!DO' (http 200); route blocked, not closed",-,-,https://link.springer.com/content/pdf/10.1007/s10815-025-03515-4.pdf
W2055314737,10.1210/jcem.81.4.8636367,EXPOSURE_SERIES,1996,The control of ovulation in mothers of dizygotic twins.,green,FAILED,empty body (http 202),-,-,https://figshare.com/articles/journal_contribution/The_control_of_ovulation_in_mothers_of_dizygotic_twins/20587242
W2788463175,10.15585/mmwr.ss6703a1,EXPOSURE_SERIES,2018,"Assisted Reproductive Technology Surveillance — United States, 2015",hybrid,OK,"http 200, 529kb",OK,116kb text,https://www.cdc.gov/mmwr/volumes/67/ss/pdfs/ss6703-H.pdf
W3110803468,10.15585/mmwr.ss6909a1,EXPOSURE_SERIES,2020,"Assisted Reproductive Technology Surveillance — United States, 2017",diamond,OK,"http 200, 656kb",OK,107kb text,https://www.cdc.gov/mmwr/volumes/69/ss/pdfs/ss6909a1-H.pdf
W2940638343,10.15585/mmwr.ss6804a1,EXPOSURE_SERIES,2019,"Assisted Reproductive Technology Surveillance — United States, 2016",diamond,OK,"http 200, 1555kb",OK,126kb text,https://www.cdc.gov/mmwr/volumes/68/ss/pdfs/ss6804a1-H.pdf
W2917624055,10.15585/mmwr.ss6606a1,EXPOSURE_SERIES,2017,"Assisted Reproductive Technology Surveillance — United States, 2014",hybrid,OK,"http 200, 533kb",OK,115kb text,https://www.cdc.gov/mmwr/volumes/66/ss/pdfs/ss6606.pdf
W3185571058,10.1017/thg.2021.25,EXPOSURE_SERIES,2021,Examining the Vanishing Twin Hypothesis of Neural Tube Defects: Application of an Epigenet,hybrid,OK,"http 200, 237kb",OK,28kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A805348BE9646D300F0089F69D365108/S1832427421000256a.pdf/div-class-title-examining-the-vanishing-twin-hypothesis-of-neural-tube-defects-application-of-an-epigenetic-predictor-for-monozygotic-twinning-div.pdf
W2465124478,10.1017/s0001566000003470,EXPOSURE_SERIES,1991,Excessive Follicular Recruitment and Growth in Mothers of Spontaneous Dizygotic Twins,bronze,OK,"http 200, 596kb",OK,29kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6AD9ED30345559A649BB289164B65330/S0001566000003470a.pdf/div-class-title-excessive-follicular-recruitment-and-growth-in-mothers-of-spontaneous-dizygotic-twins-div.pdf
W3021020623,10.1038/s41559-020-1173-y,EXPOSURE_SERIES,2020,An age-dependent ovulatory strategy explains the evolution of dizygotic twinning in humans,green,FAILED,"not a PDF — publisher returned b'\n\n\n\n' (http 200); route blocked, not closed",-,-,https://research-repository.uwa.edu.au/en/publications/97a10dd9-3206-41b4-b18b-270f166df790
W4244642814,10.1210/jc.83.2.481,EXPOSURE_SERIES,1998,Increased Levels and Pulsatility of Follicle-Stimulating Hormone in Mothers of Hereditary ,green,FAILED,"not a PDF — publisher returned b'\n\n\n\n' (http 200); route blocked, not closed",-,-,https://research.vu.nl/en/publications/63914d0f-6b33-4dcc-a9ad-df9885ef4766
W4213171919,10.15585/mmwr.ss7104a1,EXPOSURE_SERIES,2022,"Assisted Reproductive Technology Surveillance — United States, 2018",diamond,OK,"http 200, 1085kb",OK,103kb text,https://www.cdc.gov/mmwr/volumes/71/ss/pdfs/ss7104a1-H.pdf
W3195478203,10.1038/s41467-021-25583-7,EXPOSURE_SERIES,2021,Identical twins carry a persistent epigenetic signature of early genome programming,gold,OK,"http 200, 2549kb",OK,101kb text,https://www.nature.com/articles/s41467-021-25583-7.pdf
W2761876179,10.1017/thg.2017.56,EXPOSURE_SERIES,2017,Seasonality in Multiple Maternities,bronze,OK,"http 200, 242kb",OK,26kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C5A303121639FCFD7AA7C6C3C8AEE809/S1832427417000561a.pdf/div-class-title-seasonality-in-multiple-maternities-div.pdf
W4404149239,10.1017/thg.2024.40,SECONDARY_PM_VARIATION,2024,Trends in Twin Births and Survival in Rural Spain: Evidence from 18th to 20th Century,hybrid,FAILED,"not a PDF — publisher returned b'<!DO' (http 200); route blocked, not closed",-,-,https://doi.org/10.1017/thg.2024.40
W2145242990,10.47102/10.47102/annals-acadmedsg.v33n2p195,SECONDARY_PM_VARIATION,2004,Twin Births in Singapore: A Population-Based Study Using the National Birth Registry,bronze,OK,"http 200, 37kb",OK,20kb text,https://annals.edu.sg/download/17173/
W4409684705,10.1017/thg.2025.18,SECONDARY_PM_VARIATION,2025,"Twin Births in 42 Sub-Saharan African Countries from 1986 to 2016: Frequency, Trends and F",hybrid,OK,"http 200, 6534kb",OK,68kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/39A88B150744A794DDBF816FFA7F5950/S1832427425000180a.pdf/div-class-title-twin-births-in-42-sub-saharan-african-countries-from-1986-to-2016-frequency-trends-and-factors-of-variation-div.pdf
W2042003358,10.1375/twin.4.4.238,SECONDARY_PM_VARIATION,2001,Twinning Rates in Ghana,bronze,OK,"http 200, 225kb",OK,18kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B70D687EA6DC3060EF4FD2BF073ECC6C/S1369052300001926a.pdf/div-class-title-twinning-rates-in-ghana-div.pdf
W3110073040,10.1371/journal.pone.0243169,SECONDARY_PM_VARIATION,2020,"Community perceptions on causes of high dizygotic twinning rate in Igbo-Ora, South-west Ni",gold,OK,"http 200, 1012kb",OK,56kb text,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0243169&type=printable
W4416768016,10.1017/thg.2025.10029,SECONDARY_PM_VARIATION,2025,"Genetics, Diet or Divine Blessing? Local and Scientific Explanations for High Dizygotic Tw",hybrid,OK,"http 200, 217kb",OK,39kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1FD5BF47447CF9D98CFF6D619555BCE8/S1832427425100297a.pdf/div-class-title-genetics-diet-or-divine-blessing-local-and-scientific-explanations-for-high-dizygotic-twinning-in-igbo-ora-nigeria-div.pdf
W2409928764,10.1017/s0001566000007650,SECONDARY_PM_VARIATION,1981,The Factors That Influence Twinning Rates,bronze,OK,"http 200, 568kb",OK,27kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/99A3A11AE144956B7FEDD27C4F7B74F6/S0001566000007650a.pdf/div-class-title-the-factors-that-influence-twinning-rates-div.pdf
W2163923970,10.4103/0971-6866.44104,SECONDARY_PM_VARIATION,2008,Frequency of twinning in southwest Nigeria,green,FAILED,"not a PDF — publisher returned b'\n<!D' (http 200); route blocked, not closed",-,-,https://www.ncbi.nlm.nih.gov/pmc/articles/2840794
W2005875696,10.1016/j.ejmhg.2012.07.002,SECONDARY_PM_VARIATION,2012,"Frequency of twinning in Kwara State, North-Central Nigeria",diamond,FAILED,"not a PDF — publisher returned b'<!DO' (http 403); route blocked, not closed",-,-,https://www.sciencedirect.com/science/article/pii/S1110863012000675/pdf
W2068924701,10.1007/bf02447887,SECONDARY_PM_VARIATION,1997,The epidemiological characteristics of twinning in Northwest India,diamond,FAILED,"not a PDF — publisher returned b'<!DO' (http 200); route blocked, not closed",-,-,https://doi.org/10.1007/bf02447887
W2142872591,10.1017/thg.2014.82,SECONDARY_PM_VARIATION,2014,"Multiple Births in Sub-Saharan Africa: Epidemiology, Postnatal Survival, and Growth Patter",bronze,OK,"http 200, 196kb",OK,34kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/28E9643E90DB61934F69D62246D5EEE0/S1832427414000826a.pdf/div-class-title-multiple-births-in-sub-saharan-africa-epidemiology-postnatal-survival-and-growth-pattern-div.pdf
W2045889743,10.1371/journal.pone.0020328,SECONDARY_PM_VARIATION,2011,Twin Town in South Brazil: A Nazi's Experiment or a Genetic Founder Effect?,gold,OK,"http 200, 422kb",OK,35kb text,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0020328&type=printable
W2076210434,10.1136/jech.33.4.305,SECONDARY_PM_VARIATION,1979,Incidence of multiple births in an Indian rural community.,bronze,FAILED,"not a PDF — publisher returned b'erro' (http 429); route blocked, not closed",-,-,https://jech.bmj.com/content/jech/33/4/305.full.pdf
W2398345993,10.1017/s0001566000006097,SECONDARY_PM_VARIATION,1987,Twinning and Inbreeding in India: The Fraternal Component,bronze,OK,"http 200, 200kb",OK,8kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B0228BDCC06AE4103E1BCEFF52ADEAAC/S0001566000006097a.pdf/div-class-title-twinning-and-inbreeding-in-india-the-fraternal-component-div.pdf
W1518124473,10.1111/ahg.12001,SECONDARY_PM_VARIATION,2013,"So Close, So Far Away: Analysis of Surnames in a Town of Twins (Cândido Godói, Brazil)",green,FAILED,"not a PDF — publisher returned b'<?xm' (http 200); route blocked, not closed",-,-,http://hdl.handle.net/11336/11007
W1511034556,,SECONDARY_PM_VARIATION,2008,Twins Born in Pattani Hospital: 1996-2005,green,FAILED,"not a PDF — publisher returned b'<!DO' (http 403); route blocked, not closed",-,-,https://doaj.org/article/029d5442c420440e8f6f2415c5b49326
W1981209400,10.1016/s1631-0691(02)01487-7,SECONDARY_PM_VARIATION,2002,Évolution et sélection de la gémellité,bronze,FAILED,"not a PDF — publisher returned b'<!DO' (http 403); route blocked, not closed",-,-,https://www.sciencedirect.com/science/article/pii/S1631069102014877/pdf
W2100281062,10.1017/s0001566000013763,SECONDARY_PM_VARIATION,1976,Attitudes Towards Twinning in Primitive Societies,bronze,FAILED,"not a PDF — publisher returned b'<!DO' (http 404); route blocked, not closed",-,-,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0F437AE5C79311A91445A4048CE6BCBD/S0001566000013763a.pdf/div-class-title-attitudes-towards-twinning-in-primitive-societies-div.pdf
W2158354419,10.1017/s0001566000008746,SECONDARY_PM_VARIATION,1979,The Twinning Incidence in Nigeria,bronze,OK,"http 200, 164kb",OK,7kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E82A1833FF5EB6BDA14380F330978C8D/S0001566000008746a.pdf/div-class-title-the-twinning-incidence-in-nigeria-div.pdf
W2883289321,10.18203/2320-1770.ijrcog20183375,SECONDARY_PM_VARIATION,2018,"Twin pregnancies: incidence and outcomes in a tertiary health centre of Uttarakhand, India",diamond,OK,"http 200, 196kb",OK,24kb text,https://www.ijrcog.org/index.php/ijrcog/article/download/5316/3776
W3205122995,10.1136/bmjopen-2020-047553,SECONDARY_PM_VARIATION,2021,Prevalence and outcomes of twin pregnancies in Botswana: a national birth outcomes surveil,gold,FAILED,"not a PDF — publisher returned b'erro' (http 429); route blocked, not closed",-,-,https://bmjopen.bmj.com/content/bmjopen/11/10/e047553.full.pdf
W2317545487,10.1017/thg.2012.116,SECONDARY_PM_VARIATION,2012,The Nigerian Twin and Sibling Registry,bronze,OK,"http 200, 162kb",OK,11kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/99FBA553556B136E9373637098248BC7/S1832427412001168a.pdf/div-class-title-the-nigerian-twin-and-sibling-registry-div.pdf
W2994456525,10.1017/thg.2019.110,SECONDARY_PM_VARIATION,2019,The Nigerian Twin and Sibling Registry: An Update,hybrid,OK,"http 200, 134kb",OK,24kb text,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/931715650CFBF614022C1CCE9F7C1951/S1832427419001105a.pdf/div-class-title-the-nigerian-twin-and-sibling-registry-an-update-div.pdf
