work_id,doi,stratum,cell,year,venue,oa_status,pdf_url,download_status,detail,bytes,file,title
W2908785790,10.1007/s13524-018-0737-9,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2019,Demography,hybrid,https://www.vdu.lt/cris/bitstream/20.500.12259/100822/2/ISSN1533-7790_2019_V_56_1.PG_169-199.pdf,downloaded,ok,1330918,W2908785790__spatial-and-social-distance-at-the-onset-of-the-fertility-tr.pdf,"Spatial and Social Distance at the Onset of the Fertility Transition: Sweden, 1880–1900"
W3028818171,10.37040/geografie2019124030281,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2019,Geografie,diamond,https://geografie.cz/media/pdf/geo_2019124030281.pdf,downloaded,ok,6034459,W3028818171__transformation-of-fertility-in-slovakia-in-the-context-of-di.pdf,Transformation of fertility in Slovakia in the context of differences between center and hinterland
W4211053950,10.1017/9781108650465,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2018,Cambridge University Press eBooks,closed,,no_oa_url,closed,0,,Birth Control and American Modernity
W2892393343,10.51964/hlcs9335,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2018,Historical Life Course Studies,diamond,,failed,"curl_error:28,not_pdf_html_paywall",0,,"Membership in and Presence of Voluntary Organisations during the Swedish Fertility Transition, 1880-1949"
W2792482733,10.2991/icied-17.2018.14,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2018,,gold,https://download.atlantis-press.com/article/25892309.pdf,downloaded,ok,1286238,W2792482733__the-effects-of-social-capital-on-fertility-in-indonesia-path.pdf,The Effects of Social Capital on Fertility in Indonesia Path Analysis of Susenas 2014
W3123591830,,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2017,RePEc: Research Papers in Economics,closed,https://red-files-public.s3.amazonaws.com/meetpapers/2017/paper_246.pdf,downloaded,ok,1430435,W3123591830__french-fertility-and-education-transition-rational-choice-vs.pdf,French Fertility and Education Transition: Rational Choice vs. Cultural Diffusion
W2572014233,10.3917/adh.132.0111,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2017,Annales de Démographie Historique,bronze,,failed,empty_or_tiny,0,,Reproductive Change in Transitional Italy: More Insights from the Italian Fertility Survey of 1961
W2608768094,10.1080/00324728.2017.1304565,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2017,Population Studies,green,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,"The demography of words: The global decline in non-numeric fertility preferences, 1993–2011"
W2950477795,10.31235/osf.io/cxk3s,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2017,,gold,,failed,not_pdf_html_paywall,0,,Cross-friend effects on entry into marriage and parenthood: A multiprocess approach
W2523296858,10.1111/ecoj.12431,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2016,The Economic Journal,green,,failed,empty_or_tiny,0,,Contraception and the Demographic Transition
W2281957139,10.1007/978-3-319-32283-4_13,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2016,The Springer series on demographic methods and population analysis,closed,,no_oa_url,closed,0,,Exploring the Role of Communication in Shaping Fertility Transition Patterns in Space and Time
W2564036833,10.1080/21620555.2016.1230011,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2016,Chinese Sociological Review,closed,,no_oa_url,closed,0,,Global Interactions and Family Formation Pathways in Reform-Era Urban China
W2514364848,10.1007/s11205-016-1431-1,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2016,Social Indicators Research,closed,,no_oa_url,closed,0,,"Peers and Fertility Preferences: An Empirical Investigation of the Role of Neighbours, Religion and Education"
W2556645551,10.1186/s12889-016-3839-6,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2016,BMC Public Health,gold,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Social norms and family planning decisions in South Sudan
W2471368527,10.1080/00324728.2016.1253857,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2016,Population Studies,green,https://curis.ku.dk/ws/files/213162621/nihms834195.pdf,downloaded,ok,1584280,W2471368527__socio-economic-status-and-fertility-decline-insights-from-hi.pdf,Socio-economic status and fertility decline: Insights from historical transitions in Europe and North America
W2479721796,10.18533/rss.v1i7.56,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2016,Review of Social Sciences,diamond,https://www.socialsciencejournal.org/index.php/site/article/download/56/30,downloaded,ok,766670,W2479721796__sustaining-a-regime-of-low-fertility.pdf,Sustaining a Regime of Low Fertility
W2302030527,10.1080/20780389.2015.1109441,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2016,Economic History of Developing Regions,hybrid,,failed,not_pdf_html_paywall,0,,"The Interplay of Family Systems, Social Networks and Fertility in Europe Cohorts Born Between 1920 and 1960"
W2561938908,10.4054/mpidr-wp-2016-009,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2016,,gold,https://www.demogr.mpg.de/papers/working/wp-2016-009.pdf,downloaded,ok,1616485,W2561938908__spatial-and-social-distance-in-the-fertility-transition-swed.pdf,Spatial and social distance in the fertility transition: Sweden 1880-1900
W2013009626,10.1186/s12889-015-1483-1,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2015,BMC Public Health,gold,https://biblio.ugent.be/publication/7021431/file/7021440.pdf,downloaded,ok,395971,W2013009626__barriers-to-modern-contraceptive-methods-uptake-among-young-.pdf,Barriers to modern contraceptive methods uptake among young women in Kenya: a qualitative study
W2132619058,10.1002/psp.1998,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2015,Population Space and Place,bronze,,failed,not_pdf_html_paywall,0,,Changing Determinants of Low Fertility and Diffusion: a Spatial Analysis for Italy
W1175994887,10.1007/s12546-015-9144-x,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2015,Journal of Population Research,closed,,no_oa_url,closed,0,,Does indirect exposure to international migration influence marriage and fertility in Albania?
W1511519372,10.4054/demres.2015.33.8,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2015,Demographic Research,diamond,https://www.demographic-research.org/volumes/vol33/8/33-8.pdf,downloaded,ok,325240,W1511519372__ideation-and-intention-to-use-contraceptives-in-kenya-and-ni.pdf,Ideation and intention to use contraceptives in Kenya and Nigeria
W1903772655,10.1186/s12889-015-2216-1,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2015,BMC Public Health,gold,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Impact of male partner’s awareness and support for contraceptives on female intent to use contraceptives in southeast Ni
W2116083966,10.1002/psp.1987,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2015,Population Space and Place,green,,failed,not_pdf_html_paywall,0,,Is It Who You Are or Where You Live? Community Effects on Net Fertility at the Onset of Fertility Decline: A Multilevel 
W1896731727,10.1002/psp.1936,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2015,Population Space and Place,closed,,failed,curl_error:6,0,,"Outworking of the Second Demographic Transition: National Trends and Regional Patterns of Fertility Change in Poland, an"
W4360587338,10.31389/eco.92,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2015,Economía,hybrid,https://storage.googleapis.com/jnl-lse-j-elaceaj-files/journals/1/articles/92/63fdb7633c549.pdf,downloaded,ok,1636817,W4360587338__peer-effects-on-a-fertility-decision-an-application-for-mede.pdf,"Peer Effects on a Fertility Decision: An Application for Medellín, Colombia"
W2166077313,10.1098/rspb.2015.0398,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2015,Proceedings of the Royal Society B Biological Sciences,hybrid,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Social network- and community-level influences on contraceptive use: evidence from rural Poland
W2132380241,10.1002/ajpa.22512,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2014,American Journal of Physical Anthropology,closed,,no_oa_url,closed,0,,"A synthetic biosocial model of fertility transition: Testing the relative contribution of embodied capital theory, chang"
W585204351,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2014,RePEc: Research Papers in Economics,closed,,failed,not_pdf_html_paywall,0,,An Empirical Investigation of Peer effects on Fertility Preferences
W108787496,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2014,DukeSpace (Duke University),closed,,no_oa_url,closed,0,,Essays on Fertility and Fertility Preferences in India
W1906527712,10.3917/adh.126.0081,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2014,Annales de Démographie Historique,bronze,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,La fécondité en banlieue parisienne dans la seconde moitié du xix e siècle
W2505241159,10.1017/cbo9781139227193.008,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2014,Cambridge University Press eBooks,closed,,no_oa_url,closed,0,,"Social Networks, Social Influence, and Fertility in Germany"
W2155708504,10.4054/demres.2014.30.22,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2014,Demographic Research,diamond,https://iris.unil.ch/bitstreams/7395eec2-97b8-4105-851b-bf5c3fef07ba/download,downloaded,ok,467539,W2155708504__social-networks-and-fertility.pdf,Social networks and fertility
W2125030106,10.4054/demres.2014.30.5,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2014,Demographic Research,diamond,https://www.demographic-research.org/volumes/vol30/5/30-5.pdf,downloaded,ok,778402,W2125030106__structural-and-diffusion-effects-in-the-dutch-fertility-tran.pdf,"Structural and diffusion effects in the Dutch fertility transition, 1870-1940"
W1965259770,10.1363/46e1814,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2014,Perspectives on Sexual and Reproductive Health,green,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Women's Social Communication About IUDs : A Qualitative Analysis
W2019097177,10.4236/aa.2013.33020,descriptive_residual,PRIMARY_CULTURAL_BOUNDARY_CONTENT,2013,Advances in Anthropology,diamond,,failed,empty_or_tiny,0,,Fertility Patterns and Reproductive Behaviours in the Lutheran and Catholic Populations from Historical Poland
W1983240153,10.1016/j.alcr.2013.12.001,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2013,Advances in Life Course Research,closed,,no_oa_url,closed,0,,Fertility and social interaction at the workplace: Does childbearing spread among colleagues?
W79602622,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2013,RePEc: Research Papers in Economics,closed,,no_oa_url,closed,0,,Friend and peer effects on entry into marriage and parenthood: A multiprocess approach
W2151100716,10.1016/j.alcr.2013.11.004,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2013,Advances in Life Course Research,hybrid,https://strathprints.strath.ac.uk/88103/1/Fiori-etal-ALCR-2013-Geographical-variations-in-fertility-and-transition-to-second-and-third-birth.pdf,downloaded,ok,574280,W2151100716__geographical-variations-in-fertility-and-transition-to-secon.pdf,Geographical variations in fertility and transition to second and third birth in Britain
W1869683325,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2013,eScholarship (California Digital Library),green,,failed,empty_or_tiny,0,,Secrets and Social Influence
W2223495721,,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2013,ePrints Soton (University of Southampton),closed,,failed,not_pdf_html_paywall,0,,Sub-national differences in leaving lowest-low fertility in Italy
W2011562298,10.1111/j.1728-4465.2013.00344.x,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2013,Studies in Family Planning,bronze,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,The Influence of Neighbors' Family Size Preference on Progression to High Parity Births in Rural Nepal
W1695943690,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2012,PubMed,green,,failed,not_pdf_html_paywall,0,,"Community, social group, and individual level correlates of rural Malawian men's and women's reproductive health intenti"
W2083723585,10.1080/1081602x.2012.712209,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2012,The History of the Family,closed,,no_oa_url,closed,0,,Demographic socialization and reproductive behavior in a transitional context: a macro–micro perspective
W2500386824,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2012,University of Groningen research database (University of Groningen / Centre for Information Technology),green,,failed,not_pdf_html_paywall,0,,"Family, Friends and Fertility"
W2045175838,10.1162/jinh_a_00306,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2012,The Journal of Interdisciplinary History,green,https://biblio.ugent.be/publication/1031184/file/6742800.pdf,downloaded,ok,252980,W2045175838__migrants-and-the-diffusion-of-low-marital-fertility-in-belgi.pdf,Migrants and the Diffusion of Low Marital Fertility in Belgium
W637675151,,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2012,KTH Publication Database DiVA (KTH Royal Institute of Technology),green,,failed,curl_error:28,0,,The Residential Effect on the Risk of Transition to Parenthood in Sweden
W2592063892,10.3138/jcfs.43.3.389,descriptive_residual,PRIMARY_CULTURAL_BOUNDARY_CONTENT,2012,Journal of Comparative Family Studies,closed,,no_oa_url,closed,0,,Transformation of Partnership Formation in Eastern Europe: The Legacy of the Past Demographic Divide
W2052682815,10.1111/j.1728-4465.2011.00270.x,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2011,Studies in Family Planning,closed,,no_oa_url,closed,0,,Normative Influence and Desired Family Size among Young People in Rural Egypt
W1976383517,10.11564/25-2-234,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2011,African Population Studies,gold,https://aps.journals.ac.za/pub/article/download/234/223,downloaded,ok,1225355,W1976383517__rural-to-urban-migration-kinship-networks-andfertility-among.pdf,"Rural-to-urban migration, kinship networks, andfertility among the Igbo in Nigeria"
W1991791697,10.1371/journal.pone.0022515,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2011,PLoS ONE,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0022515&type=printable,downloaded,ok,600791,W1991791697__social-transmission-and-the-spread-of-modern-contraception-i.pdf,Social Transmission and the Spread of Modern Contraception in Rural Ethiopia
W1992121249,10.1080/00324728.2011.579148,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2011,Population Studies,green,,failed,not_pdf_html_paywall,0,,"The effects of social capital and social pressure on the intention to have a second or third child in France, Germany, a"
W2113560102,10.1007/s13524-011-0023-6,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2011,Demography,bronze,,failed,not_pdf_html_paywall,0,,Transition to Parenthood: The Role of Social Interaction and Endogenous Networks
W2185140513,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2011,,closed,,no_oa_url,closed,0,,The Influence of Individual and Neighbor Attitudes on Progression to Higher Parity Birth
W2149592061,10.1177/1010539510370780,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2010,Asia Pacific Journal of Public Health,closed,,no_oa_url,closed,0,,Contraceptive Use: Socioeconomic Correlates and Method Choices in Rural Bangladesh
W2042592527,10.1017/s0021932010000490,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2010,Journal of Biosocial Science,closed,,no_oa_url,closed,0,,"DETERMINANTS OF INDUCED ABORTION: AN ANALYSIS OF INDIVIDUAL, HOUSEHOLD AND CONTEXTUAL FACTORS IN RAJASTHAN, INDIA"
W1969491563,10.1080/00343401003713399,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2010,Regional Studies,green,,failed,not_pdf_html_paywall,0,,Do Neighbourhoods Have an Influence on Reproductive Intentions? Empirical Evidence from Milan
W2100497519,10.1111/j.1728-4465.2010.00222.x,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2010,Studies in Family Planning,closed,,no_oa_url,closed,0,,Effects of Rural–Urban Return Migration on Women's Family Planning and Reproductive Health Attitudes and Behavior in Rur
W2186468258,10.52518/2010.7.1-02dvdatn,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2010,Plaridel,bronze,https://www.plarideljournal.org/download/5432/?tmstv=1680038211,downloaded,ok,285472,W2186468258__exploring-the-relationship-between-interpersonal-communicati.pdf,Exploring the Relationship Between Interpersonal Communication and Use of Modern Method Family Planning in the Philippin
W2001666071,10.1353/dem.0.0113,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2010,Demography,green,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Knox meets Cox: Adapting epidemiological space-time statistics to demographic studies
W1947260451,10.5565/rev/papers/v95n3.60,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2010,Papers Revista de Sociologia,diamond,https://papers.uab.cat/article/download/v95-n3-nicolau-devolver-panareda/168,downloaded,ok,446306,W1947260451__la-modernizaci-n-de-los-comportamientos-de-fecundidad-en-esp.pdf,La modernización de los comportamientos de fecundidad en España durante el siglo XX. Un estudio a nivel provincial para 
W3121766167,,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2010,RePEc: Research Papers in Economics,green,https://repec.unibocconi.it/igier/igi/wp/2010/364.pdf,downloaded,ok,626231,W3121766167__old-habits-die-hard-sometimes-can-d-partement-heterogeneity-.pdf,Old Habits Die Hard (Sometimes) Can département heterogeneity tell us something about the French fertility decline??
W2889734796,10.3386/w16135,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2010,National Bureau of Economic Research,green,https://doi.org/10.3386/w16135,downloaded,ok,214627,W2889734796__fertility-in-new-york-state-in-the-civil-war-era.pdf,Fertility in New York State in the Civil War Era
W2105516209,10.1353/prv.2009.0000,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2009,Population review,closed,,no_oa_url,closed,0,,Spatial Dependence and Heterogeneity in Ten Years of Fertility Decline in Brazil
W2166615904,10.1002/ajhb.20940,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2009,American Journal of Human Biology,closed,,no_oa_url,closed,0,,Kin influence on the decision to start using modern contraception: A longitudinal study from rural Gambia
W2050216026,10.3989/estgeogr.0462,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2009,Estudios Geográficos,diamond,https://estudiosgeograficos.revistas.csic.es/index.php/estudiosgeograficos/article/download/124/121/121,downloaded,ok,3129453,W2050216026__la-fecundidad-de-las-provincias-espa-olas-en-perspectiva-his.pdf,La fecundidad de las provincias españolas en perspectiva histórica
W2059414928,10.1177/0011392109342226,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2009,Current Sociology,closed,,no_oa_url,closed,0,,Qualifying Social Influence on Fertility Intentions
W2087586172,10.1007/s10680-009-9203-0,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2009,European Journal of Population / Revue européenne de Démographie,closed,,no_oa_url,closed,0,,Social Interaction Effects on Fertility: Intentions and Behaviors
W1542625306,10.17863/cam.5605,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2009,RePEc: Research Papers in Economics,green,https://files.econ.cam.ac.uk/repec/cam/pdf/cwpe0903.pdf,downloaded,ok,340730,W1542625306__social-interactions-ethnicity-and-fertility-in-kenya.pdf,"Social Interactions, Ethnicity and Fertility in Kenya"
W1549892818,10.4054/mpidr-wp-2009-006,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2009,,gold,https://www.demogr.mpg.de/papers/working/wp-2009-006.pdf,downloaded,ok,436909,W1549892818__fertility-relevant-social-networks-composition-structure-and.pdf,"Fertility-relevant social networks: composition, structure, and meaning of personal relationships for fertility intentio"
W2096940155,,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2009,,closed,,no_oa_url,closed,0,,The End of Lowest-low Fertility in Japan?: Spatial Analyses of the Fertility reversal after 2005
W1514011341,10.4054/mpidr-wp-2009-001,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2009,,gold,https://www.demogr.mpg.de/papers/working/wp-2009-001.pdf,downloaded,ok,352174,W1514011341__who-is-relevant-exploring-fertility-relevant-social-networks.pdf,Who is relevant? Exploring fertility relevant social networks
W2060849964,10.1017/s1361491608002372,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2008,European Review of Economic History,closed,,no_oa_url,closed,0,,Demand and supply factors in the fertility transition: a county-level analysis of age-specific marital fertility in Swed
W2144636691,10.4054/demres.2008.19.55,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2008,Demographic Research,diamond,https://www.demographic-research.org/volumes/vol19/55/19-55.pdf,downloaded,ok,396494,W2144636691__beyond-denomination-the-relationship-between-religion-and-fa.pdf,Beyond denomination: The relationship between religion and family planning in rural Malawi
W1986910339,10.1002/psp.480,descriptive_residual,PRIMARY_CULTURAL_BOUNDARY_CONTENT,2008,Population Space and Place,closed,,no_oa_url,closed,0,,Regional fertility differences in Turkey: persistent high fertility in the southeast
W1859493624,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2008,RePEc: Research Papers in Economics,green,,failed,not_pdf_html_paywall,0,,Social Interactions and Fertility in Developing Countries
W1971309813,10.1353/dem.0.0004,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2008,Demography,bronze,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,"The legacies of context: Past and present influences on contraceptive choice in Nang Rong, Thailand"
W2052103415,10.1353/prv.0.0001,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2008,Population review,closed,,no_oa_url,closed,0,,"Towards Smaller Family Size in Egypt, Morocco and Turkey: Overall Change over Time or Socio-economic Compositional Effec"
W1497250829,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2008,RePEc: Research Papers in Economics,closed,,failed,not_pdf_html_paywall,0,,When Smaller Families Look Contagious: A Spatial Look At The French Fertility Decline Using An Agent-Based Simulation Mo
W2017811894,10.1353/jda.2007.0014,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2007,The Journal of developing areas,closed,,no_oa_url,closed,0,,"Economics, Geography, Family Planning and Rapidity of Change in the Demographic Transition: the Case of the Egyptian Muh"
W1981889428,10.1080/14616690701314101,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2007,European Societies,hybrid,https://www.demogr.mpg.de/papers/working/wp-2005-017.pdf,downloaded,ok,260024,W1981889428__learning-from-others-and-receiving-support-the-impact-of-per.pdf,LEARNING FROM OTHERS AND RECEIVING SUPPORT: THE IMPACT OF PERSONAL NETWORKS ON FERTILITY INTENTIONS IN POLAND
W1506486382,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2007,eScholarship (California Digital Library),green,,failed,empty_or_tiny,0,,Lessons from Empirical Network Analyses on Matters of Life and Death in East Africa
W2128201808,10.1177/2345678906292238,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2007,Journal of Mixed Methods Research,closed,,no_oa_url,closed,0,,Social Influences on Fertility
W2284318054,10.12759/hsr.32.2007.2.42-67,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2007,Social Science Open Access Repository (GESIS – Leibniz Institute for the Social Sciences),green,,failed,not_pdf_html_paywall,0,,The Decline of Illegitimacy and the Control of Marital Fertility During the Demographic Transition. Testing the Innovati
W1589501264,10.4054/mpidr-wp-2007-036,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2007,,gold,https://www.demogr.mpg.de/papers/working/wp-2007-036.pdf,downloaded,ok,1159154,W1589501264__contextualising-demography-the-significance-of-local-cluster.pdf,Contextualising demography: the significance of local clusters of fertility in Scotland
W2167817151,10.1002/psp.413,descriptive_residual,PRIMARY_CULTURAL_BOUNDARY_CONTENT,2006,Population Space and Place,closed,,no_oa_url,closed,0,,Diversity in fertility patterns in Guatemala
W2108976036,10.1177/000312240607100206,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2006,American Sociological Review,closed,,no_oa_url,closed,0,,"Infant Mortality, Social Networks, and Subsequent Fertility"
W2336261232,10.4000/bmsap.1843,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2006,Bulletins et Mémoires de la Société d anthropologie de Paris,hybrid,,failed,not_pdf_html_paywall,0,,"La pratique contraceptive dans la Wilaya de Marrakech (Maroc): niveau, but, évolution et relation avec la fécondité"
W2094489490,10.1017/s0021932006001416,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2006,Journal of Biosocial Science,closed,,no_oa_url,closed,0,,PERIOD AND COHORT DYNAMICS IN FERTILITY NORMS AT THE ONSET OF THE DEMOGRAPHIC TRANSITION IN KENYA 1978–1998
W2023872920,10.1007/bf03031866,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2006,Journal of Population Research,closed,,no_oa_url,closed,0,,Womens education and diffusion of the fertility transition: The case of Egypt 1960–1996 in 4905 administrative subdivisi
W1484619025,10.1201/9781420005837-16,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2006,,green,https://researchonline.lshtm.ac.uk/id/eprint/20986/1/contra%20paper.pdf,downloaded,ok,307774,W1484619025__the-uptake-of-modern-contraception-in-a-gambian-community-th.pdf,The Uptake of Modern Contraception in a Gambian Community: The Diffusion of an Innovation over 25 Years
W2760225427,10.31390/gradschool_theses.717,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2006,,green,,failed,not_pdf_html_paywall,0,,Voluntary childlessness in the United States: recent trends by cohort and period
W2007130504,10.1177/0020715205059204,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2005,International Journal of Comparative Sociology,closed,,no_oa_url,closed,0,,Is the Pace of Social Change Accelerating?
W2000998703,10.1111/j.1728-4465.2005.00070.x,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2005,Studies in Family Planning,closed,,no_oa_url,closed,0,,Migration and the Diffusion of Modern Contraceptive Knowledge and Use in Rural Guatemala
W2047459539,10.1080/10810730500228789,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2005,Journal of Health Communication,closed,,no_oa_url,closed,0,,The Selection of Family Planning Discussion Partners in Nepal
W2085495235,10.1353/dem.2005.0035,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2005,Demography,closed,,no_oa_url,closed,0,,The influence of network mortality experience on nonnumeric response concerning expected family size: Evidence from a Ne
W1532859281,10.26686/wgtn.16934737.v1,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2005,,gold,,failed,empty_or_tiny,0,,"Family Planning Decision-Making at Grass Roots Level: Case Studies in West Java, Indonesia"
W2403791704,10.1515/zfsoz-2004-0101,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2004,Zeitschrift für Soziologie,closed,,no_oa_url,closed,0,,Der Einfluss starker Beziehungen auf die Nutzung moderner Kontrazeptiva in Kenia / The Influence of Strong Ties on the U
W2051992571,10.1023/b:eujp.0000014572.66520.0d,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2004,European Journal of Population / Revue européenne de Démographie,closed,,no_oa_url,closed,0,,Diffusion Effects in the European Fertility Transition: Historical Evidence from Within a Belgian Town (1846–1910)
W2088257963,10.1111/j.0039-3665.2004.00031.x,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2004,Studies in Family Planning,closed,,no_oa_url,closed,0,,How Family Planning Ideas Are Spread Within Social Groups in Rural Malawi
W4230799578,10.3917/popu.303.0309,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2003,Population,bronze,,failed,empty_or_tiny,0,,"La fécondité des Palestiniennes à Gaza, en Cisjordanie, en Jordanie et au Liban"
W1508188991,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2003,Bioline International (Bioline International),green,https://utoronto.scholaris.ca/bitstreams/2bb0f116-83ff-4aeb-ab71-4c51823efecd/download,downloaded,ok,521726,W1508188991__social-interaction-and-contraceptive-change-in-northern-ghan.pdf,Social Interaction and Contraceptive Change in Northern Ghana
W1550869509,,descriptive_residual,PRIMARY_CULTURAL_BOUNDARY_CONTENT,2003,RePEc: Research Papers in Economics,closed,https://econwpa.ub.uni-muenchen.de/econ-wp/lab/papers/0308/0308001.pdf,downloaded,ok,89932,W1550869509__socio-economic-characteristics-completed-fertility-and-the-t.pdf,"Socio-economic characteristics, completed fertility, and the transition from low to high order parities in Mexico"
W2064650628,10.1363/ifpp.29.058.03,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2003,PubMed,closed,,no_oa_url,closed,0,,Women's networks and the social world of fertility behavior.
