work,tier,design,route,verdict,id,doi,year,venue,type,is_oa,outcome,last_url,title
W2_library_proxy,T3_primary_uncertain,descriptive,PRIMARY_PRELAUNCH,UNCERTAIN,W2552907058,10.3138/jcfs.37.3.325,2006,Journal of Comparative Family Studies,article,False,no_url,,Changing Courses: The Pendulum of Family Transitions in Comparative Perspective
W2_library_proxy,T3_primary_uncertain,descriptive,PRIMARY_PRELAUNCH,UNCERTAIN,W2497446658,10.7208/chicago/9780226754758.003.0011,2010,,book-chapter,False,no_url,,Italians Are Late
W2_library_proxy,T3_primary_uncertain,descriptive,PRIMARY_EXTENDED_COUPLE,UNCERTAIN,W1592960464,10.18356/9c472e3a-en,2002,Asia-Pacific population journal,article,False,no_url,,"Patrilines, patrilocality and fertility decline in Viet Nam"
W2_library_proxy,T3_primary_uncertain,theory,PRIMARY_PRELAUNCH,UNCERTAIN,W2483457567,10.1525/california/9780520217546.003.0002,2002,,book-chapter,False,no_url,,Why Families Are a National Security Issue
W2_library_proxy,T3_link1_identified,identified,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4253984199,10.3368/jhr.xl.1.186,2005,The Journal of Human Resources,article,False,no_url,,Rearranging the Family?
W2_library_proxy,T3_link1_identified,identified,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1580589581,10.2307/3069660,2001,The Journal of Human Resources,article,False,no_url,,Welfare and Family Stability: Do Benefits Affect When Children Leave the Nest?
W2_library_proxy,T4_insufficient_resolve_at_retrieval,observational,INSUFFICIENT_INFO,UNCERTAIN,W1858367105,10.1002/ajhb.22776,2015,American Journal of Human Biology,article,False,no_url,,A panel data analysis of the probability of childbirth in a J apanese sample: New evidence of the two‐child norm
W2_library_proxy,T4_insufficient_resolve_at_retrieval,observational,INSUFFICIENT_INFO,UNCERTAIN,W2075521765,10.1080/0032472031000146746,1993,Population Studies,article,False,no_url,,Cultural Influences on the Timing of First Births in India: Large Differences that add up to Little Difference
W2_library_proxy,T4_insufficient_resolve_at_retrieval,observational,INSUFFICIENT_INFO,UNCERTAIN,W3217637565,10.1111/fare.12620,2021,Family Relations,article,False,no_url,,Does the one‐child generation want more than one child at their fertility age?
W2_library_proxy,T4_insufficient_resolve_at_retrieval,observational,INSUFFICIENT_INFO,UNCERTAIN,W113384975,10.2307/2134414,1978,Family Planning Perspectives,article,False,no_url,,Family Support: Helping Teenage Mothers to Cope
W2_library_proxy,T4_insufficient_resolve_at_retrieval,observational,INSUFFICIENT_INFO,UNCERTAIN,W2952297802,10.1016/j.puhe.2019.05.006,2019,Public Health,article,False,no_url,,"Fertility intentions for a second child among urban working women with one child in Hunan Province, China: a cross-sectional study"
W2_library_proxy,T4_insufficient_resolve_at_retrieval,observational,INSUFFICIENT_INFO,UNCERTAIN,W4408977344,10.1007/s42379-025-00183-w,2025,China Population and Development Studies,article,False,no_url,,Fertility intentions in Chinese families: a comparative analysis of spousal differences and influencing factors across family size
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,NOT_RELEVANT,W1494457511,10.1023/a:1011904615180,2001,Sociological Forum,article,False,no_url,,
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,NOT_RELEVANT,W4238343018,10.1023/a:1016962202639,1998,Human Relations,article,False,no_url,,
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W2062552062,10.1007/s12062-010-9022-4,2009,Journal of Population Ageing,article,False,no_url,,Between Elderly Parents and Grandchildren—Geographic Proximity and Trends in Four-Generation Families
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W3133636415,10.1525/9780520335455-012,1989,,book-chapter,False,no_url,,CHAPTER NINE. Childrearing versus Childbearing: Coresidence of Mother and Child in Sub-Saharan Africa
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W2091144280,10.1007/bf00124937,1992,Population Research and Policy Review,article,False,no_url,,Children's living arrangements in developing countries
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W2490849082,10.1093/acprof:oso/9780199578092.003.0003,2009,Oxford University Press eBooks,book-chapter,False,no_url,,Co‐residence and Family Size
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W1572260106,10.1007/s12110-011-9109-5,2011,Human Nature,article,False,no_url,,Dynamics of Postmarital Residence among the Hadza
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W2970815614,10.1007/978-3-030-14887-4_11,2019,,book-chapter,False,no_url,,Family Changes and Childbearing in Sub-Saharan Africa
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W4243808853,10.1007/978-1-4020-5614-7_1118,2008,,reference-entry,False,no_url,,Family Formation
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W4416069975,10.1007/s12546-025-09409-7,2025,Journal of Population Research,article,False,no_url,,"Family structure, orphanhood, and adolescent sexual debut and motherhood: evidence from Africa and Asia"
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W2166456894,10.1016/j.ssresearch.2012.03.004,2012,Social Science Research,article,False,no_url,,How far do children move? Spatial distances after leaving the parental home
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W139492554,10.1007/978-981-287-185-5_4,2014,,book-chapter,False,no_url,,International Marriage in Japan: A Strategy to Maintain Rural Farm Households
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W107862330,10.1007/978-1-4020-9682-2_7,2009,,book-chapter,False,no_url,,"Living Arrangements, Health and Well-Being"
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W2294037556,10.3138/jcfs.22.3.273,1991,Journal of Comparative Family Studies,article,False,no_url,,Mate Selection and Fertility in Urban Nigeria
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W2007008588,10.1007/bf00889468,1990,Human Ecology,article,False,no_url,,Modernization and household formation on St. Bart: Continuity and change
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W2088077897,10.1007/978-1-4684-7021-5_9,1980,,book-chapter,False,no_url,,Normal Stresses during the Transition to Parenthood
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W219384829,10.1016/0743-0167(87)90065-9,1987,Journal of Rural Studies,book-review,False,no_url,,Planning for population change
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W1995138654,10.1007/s10680-005-7434-2,2006,European Journal of Population / Revue européenne de Démographie,article,False,no_url,,"Societal Transition, Policy Changes and Family Formation: Evidence from Hungary"
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W1813091085,10.1007/978-3-319-32997-0_8,2016,,book-chapter,False,no_url,,The Policy Context of Fertility in Spain: Toward a Gender-Egalitarian Model?
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W44934614,10.1007/bf01796620,1990,European Journal of Population / Revue européenne de Démographie,article,False,no_url,,The family histories of australian women
W2_library_proxy,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W1990796408,10.1016/0277-9536(96)00035-4,1996,Social Science & Medicine,article,False,no_url,,"Urbanisation, household composition and the reproductive health of women in a South African city"
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W3180508972,10.1093/sf/soab084,2021,Social Forces,article,False,no_url,,Complexity in Employment and Coresidential Trajectories Among (Dis)Advantaged Social Groups in Chile
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1966161123,10.2307/353598,1994,Journal of Marriage and the Family,article,False,no_url,,Covariates of Household Extension in Rural India: Change Over Time
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2323021926,10.1017/s0145553200015911,1987,Social Science History,article,False,no_url,,Economic Determinants of the Age at Leaving Home: Evidence from the Lives of Nineteenth-Century New England Manufacturers
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W7160865689,10.17997/swry.87.1.3,2026,The Center for Social Welfare Research Yonsei University,article,False,no_url,,Factors Affecting Marriage and Fertility Intentions among Unmarried Employed Young Adults in Seoul: Focusing on the Perspective of Social Exclusion
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2260168693,10.2307/2136152,1993,Family Planning Perspectives,article,False,no_url,,"Family Instability, Stress Heighten Adolescents' Risk of Premarital Birth"
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2037694804,10.1207/s15327795jra0904_1,1999,Journal of Research on Adolescence,article,False,no_url,,Family Structure Differences in the Timing of Leaving Home: Exploring Mediating Factors
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2113716832,10.1093/sf/77.4.1253,1999,Social Forces,article,False,no_url,,Family Values and Coresidence with Married Children in Urban China
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4390381984,10.3917/popu.p1987.42n1.0081,1989,Population (English Edition),article,False,no_url,,Family formation and urbanization
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2086295523,10.1177/0002716213483427,2013,The Annals of the American Academy of Political and Social Science,article,False,no_url,,Female Migrants and the Transition to Adulthood in Greater Jakarta
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1988501482,10.1177/2167696815574639,2015,Emerging Adulthood,article,False,no_url,,From Emerging to Established
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4392195809,10.1016/j.asieco.2024.101715,2024,Journal of Asian Economics,article,False,no_url,,"Gender imbalance, wife’s bargain power and shrinking household size in Rural China"
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2153503600,10.1606/1044-3894.654,1999,Families in Society The Journal of Contemporary Social Services,article,False,no_url,,Grandmothers and Coresident Grandchildren
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2095101061,10.1093/sf/69.1.235,1990,Social Forces,article,False,no_url,,Industrialization and Household Complexity in Rural Taiwan
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1620194732,10.1400/94181,2007,Archivio istituzionale della ricerca (Alma Mater Studiorum Università di Bologna),article,False,no_url,,La transizione allo stato adulto (TSA) di due coorti di giovani italiani
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2145054959,10.1093/esr/16.1.67,2000,European Sociological Review,article,False,no_url,,Parental divorce and outcomes for children: evidence and interpretation
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2122655835,10.1017/s0305741000040789,1992,The China Quarterly,article,False,no_url,,"Patrilocality and Early Marital Co-residence in Rural China, 1955–85"
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2776857404,10.1080/13676261.2017.1421750,2017,Journal of Youth Studies,article,False,no_url,,"Quick, uncertain, and delayed adults: timing, sequencing and duration of youth-adult transitions in Canada"
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4407895808,10.1332/17579597y2025d000000040,2025,Longitudinal and Life Course Studies,article,False,no_url,,Short- and long-distance home-leaving and home-returning: exploring the role of life course transitions
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2075906583,10.1177/0961463x08099947,2009,Time & Society,article,False,no_url,,Social Change and the Timing of Family Transitions in West Germany
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2028584245,10.2307/353543,1998,Journal of Marriage and the Family,article,False,no_url,,The Effects of Childhood Family Structure on Leaving and Returning Home
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2102282088,10.1177/0002716213500643,2013,The Annals of the American Academy of Political and Social Science,article,False,no_url,,The Effects of the Great Recession on Family Structure and Fertility
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2012853649,10.2307/352160,1989,Journal of Marriage and the Family,article,False,no_url,,The Family Environment and Leaving the Parental Home
W2_library_proxy,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2155889633,10.1177/0044118x09351909,2009,Youth & Society,article,False,no_url,,Understanding the Impact of Poverty on Critical Events in Emerging Adulthood
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1965639278,10.1007/bf03033891,2008,Journal of Population Research,article,False,no_url,,Changes in household formation and composition in China since the mid-twentieth century
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1526298370,10.1023/a:1006068102735,1998,European Journal of Population / Revue européenne de Démographie,article,False,no_url,,"Early Life Transitions of Canadian Women: A Cohort Analysis of Timing, Sequences, and Variations"
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1525519266,10.1007/s10680-007-9136-4,2007,European Journal of Population / Revue européenne de Démographie,article,False,no_url,,"Heterogeneity in the Transition to Adulthood: The Cases of Australia, Canada, and the United States"
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2010502770,10.1006/ssre.1997.0590,1997,Social Science Research,article,False,no_url,,Home or Alone: The Costs of Independent Living for Youth
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4213159238,10.1016/j.alcr.2022.100465,2022,Advances in Life Course Research,article,False,no_url,,Interactions between educational lifecycle and transition to adulthood: A proposal for a new questionnaire
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2109922457,10.1007/978-3-642-17472-8_6,2011,,book-chapter,False,no_url,,Nest Leaving in Europe
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4415235960,10.1007/978-981-96-8947-7_4,2025,Perspectives on children and young people,book-chapter,False,no_url,,Prolonged Transitions into Adulthood in Germany
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2187770346,10.1007/978-94-011-0269-8_2,1995,European studies of population,book-chapter,False,no_url,,Standardization and Individualization: The transition from youth to adulthood among cohorts born between 1903 and 1965
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W102972701,10.1007/978-3-319-08308-7_10,2014,National symposium on family issues,conference-paper,False,no_url,,The Transition to Adulthood Matters
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2215293663,10.1007/978-90-481-9063-8_69,2013,,book-chapter,False,no_url,,Transition to Adulthood
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2189947940,10.1007/978-94-015-9717-3_4,2001,European studies of population,book-chapter,False,no_url,,Transition to Adulthood in Britain
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4415235988,10.1007/978-981-96-8947-7_3,2025,Perspectives on children and young people,book-chapter,False,no_url,,Uncertain Futures Among Those in Precarious Employment in Japan
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4247924640,10.1891/9780826120298.0007,2015,,book-chapter,False,no_url,,Young Adulthood
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4415235964,10.1007/978-981-96-8947-7_6,2025,Perspectives on children and young people,book-chapter,False,no_url,,Young Adults Transitions to Adulthood in the United Kingdom: Protracted Yet Highly Diversified Pathways
W2_library_proxy,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4415235952,10.1007/978-981-96-8947-7_7,2025,Perspectives on children and young people,book-chapter,False,no_url,,"Youth Transition Pathways in Norway: How Education, Work and Gender Matter"
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2000240205,10.1080/00324728.1969.10405294,1969,Population Studies,article,False,no_url,,"A study of cohort life cycles: Cohorts of native born Massachusetts women, 1830–1920"
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W3015872333,10.4324/9781351039949-16,2020,,book-chapter,False,no_url,,Becoming an adult in the new millennium
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2045405029,10.1080/01494929.2011.619303,2011,Marriage & Family Review,article,False,no_url,,Being a Good Grandparent: Roles and Expectations in Intergenerational Relationships in Japan and Singapore
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2963402664,10.1177/0192513x19863203,2019,Journal of Family Issues,article,False,no_url,,"Changes and Trends in Family Structure in Taiwan, 1990 to 2010"
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2303649240,10.3138/jcfs.38.2.265,2007,Journal of Comparative Family Studies,article,False,no_url,,Changing Transition to Adulthood in Urban Burkina Faso
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4300848464,10.46692/9781447307426.004,2012,,other,False,no_url,,Comparing transitions to motherhood across contexts
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4298078678,10.51952/9781847421319.ch004,2005,Policy Press eBooks,book-chapter,False,no_url,,Comparison of living arrangements
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2523235138,10.7765/9781526131683.00013,2017,Manchester University Press eBooks,book-chapter,False,no_url,,Early adulthood and family formation
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2089459399,10.1080/00324728.1975.10410185,1975,Population Studies,article,False,no_url,,Factors associated with the timing and duration of the leaving-home stage of the family life cycle
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2500142938,10.1057/9781137284198_5,2012,Palgrave Macmillan UK eBooks,book-chapter,False,no_url,,Family Change in Europe from a Transition-to-Adulthood Perspective
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2032320525,10.1177/036319908400900104,1984,Journal of Family History,article,False,no_url,,"Family and Class: the Household Economy of Languedoc Winegrowers, 1830-1870"
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W3074764640,10.4324/9781315544748-12,2020,,book-chapter,False,no_url,,Family and Demographic Issues in Japan
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2894773831,10.4324/9781315148458-20,2017,,book-chapter,False,no_url,,Family and household composition in Asia
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4405285699,10.1080/17441730.2024.2431752,2024,Asian Population Studies,article,False,no_url,,Five decades of household change across Asian societies
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W3119626742,10.4324/9780203214138-15,2003,,book-chapter,False,no_url,,Household Composition in Shitayama–cho
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1990026317,10.1017/s0143814x00004049,1986,Journal of Public Policy,article,False,no_url,,Impacts of Policy Actions on the Family and Household
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W3097668493,10.1163/9789004447516,2020,,book,False,no_url,,Intergenerational Relationships between Married Children and Their Parents in 21st Century Japan
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W939940128,10.1017/cbo9781139168625.005,2009,Cambridge University Press eBooks,book-chapter,False,no_url,,"Leaving home, rights to support and emancipation"
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1975606474,10.2307/352161,1989,Journal of Marriage and the Family,article,False,no_url,,Leaving the Parental Home: Patterns in Six Latin American Countries
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2169411513,10.1353/dem.2006.0038,2006,Demography,article,False,no_url,,"Less help for mother: The decline in coresidential female support for the mothers of young children, 1880–2000"
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2066280819,10.1177/0265407513510478,2013,Journal of Social and Personal Relationships,article,False,no_url,,Lifestyle and close relationship trends among young adults in Poland
W2_library_proxy,T5_link1,descriptive,LINK1_ARRANGEMENT_TO_UNION,UNCERTAIN,W4399253540,10.1016/j.alcr.2024.100627,2024,Advances in Life Course Research,article,False,no_url,,Living apart together in contemporary Spain: Diverse motivations across life stages
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W7169862775,10.1177/03631990261470074,2026,Journal of Family History,article,False,no_url,,Nuclearization of Family: Changing Family Structure in Selected South Asian Countries
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1558903997,10.51952/9781447366898.ch002,2000,Policy Press eBooks,book-chapter,False,no_url,,Patterns of household and family formation
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W103091406,10.1007/bf01796903,1988,European Journal of Population / Revue européenne de Démographie,article,False,no_url,,Recent trends in family and household composition in europe
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2314373327,10.1017/s0145553200017545,1996,Social Science History,article,False,no_url,,"The Age at Leaving Home in the United States, 1850–1860"
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4200347062,10.1093/oxfordhb/9780192894199.013.35,2021,Oxford University Press eBooks,book-chapter,False,no_url,,The Economics of Households in South Africa
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2166588940,10.1111/j.1728-4457.2012.00533.x,2012,Population and Development Review,article,False,no_url,,The Family Context of Cohabitation and Single Motherhood in Latin America
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2293138037,10.3138/jcfs.20.3.291,1989,Journal of Comparative Family Studies,article,False,no_url,,The Relationship Between Age and Household Type in Sri Lanka
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2499169646,10.7208/chicago/9780226748924.003.0002,2005,,book-chapter,False,no_url,,The Transition to Adulthood During the Twentieth Century
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1993563210,10.1080/0032472031000145916,1991,Population Studies,article,False,no_url,,Transitions in Young Adulthood in Great Britain
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4249855535,10.18356/039c540a-en,2006,Social panorama of Latin America,book-chapter,False,no_url,,"Trends in different family structures, by type of household and stage of the family life cycle"
W2_library_proxy,T5_link1,descriptive,LINK1_ARRANGEMENT_TO_UNION,UNCERTAIN,W2012011868,10.2307/1534530,1997,Population,article,False,no_url,,Vivre en couple chacun chez soi
W2_library_proxy,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4300073648,10.46692/9781847423061.006,2009,,other,False,no_url,,Working age: safety nets and housing
W2_library_proxy,T6_theory_stream,identified,THEORY,UNCERTAIN,W2505529149,10.1017/cbo9781139164832.016,2002,Cambridge University Press eBooks,book-chapter,False,no_url,,"Case studies 3 and 4: the Old Poor Law in England and leaving home in the United States, 1850–1860"
W2_library_proxy,T6_theory_stream,cannot_tell,THEORY,UNCERTAIN,W3014887195,10.1007/978-3-030-35079-6_15,2020,International handbooks of population,book-chapter,False,no_url,,Multigenerational Households: A Descriptive Approach to Distinctive Definitions
W2_library_proxy,T6_theory_stream,descriptive,THEORY,NOT_RELEVANT,W4387676257,10.47417/yar.2023.97.5,2023,The Yeongnam Archaeological Society,article,False,no_url,,Bronze Age House Extension and Socioeconomic Significance
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W4321607439,10.1093/oxfordhb/9780197518151.013.4,2023,Oxford University Press eBooks,book-chapter,False,no_url,,Changing Families in Europe
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W4247323056,10.4324/9780203783696-6,2014,,book-chapter,False,no_url,,Changing families
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W1536198000,10.1002/9781118320990.ch23,2013,,other,False,no_url,,Demographic Change and Its Impact on Relationships in Japan and East Asia
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W2029999566,10.5860/choice.38-5193,2001,Choice Reviews Online,book-review,False,no_url,,Family and household in medieval England
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W2051881756,10.1016/j.hisfam.2006.11.007,2006,The History of the Family,article,False,no_url,,Family reproduction and stem-family system: From Pyrenean valleys to Norwegian farms
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W2031544910,10.2307/1972800,1981,Population and Development Review,article,False,no_url,,"Fertility, Economy, and Household Formation in England over Three Centuries"
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W2070846032,10.1177/036319908701200108,1987,Journal of Family History,article,False,no_url,,"Hajnal and the Household in Asia: a Comparativist History of the Family in Preindustrial Japan, 1600-1870"
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W1672530991,10.1177/036319909301800203,1993,Journal of Family History,article,False,no_url,,Household Forms and Living Standards in Preindustrial France: From Models to Realities
W2_library_proxy,T6_theory_stream,descriptive,THEORY,NOT_RELEVANT,W3205793986,10.1002/9781119399919.eahaa00434,2021,The Encyclopedia of Ancient History,reference-entry,False,no_url,,"Houses, Housing, Household Formation, Pharaonic Egypt"
