stratum,priority,read_level,work_id,doi,year,venue,screen_verdict,screen_cell,outcome_level,setting_era,structural_change_held_fixed,evidence_type,screen_reason,ra_verdict,ra_cell,ra_outcome_level,ra_route_to,agree_or_overturn,mechanism_decomposed,ra_reason,send_to_fulltext,ra_initials,ra_date,title
B2_PRIMARY_SCHOOLING,1,full_text,W2014423935,10.4054/demres.2000.3.3,2000,Demographic Research,RELEVANT,PRIMARY_SCHOOLING_IDEATIONAL,MULTIPLE,DIFFUSED_FDT,unclear,observational,"Estimates aggregate education spillovers on women whose own schooling did not change, controlling own education and urbanization — the ideational-content design of Wall 5.",,,,,,,,,,,"A search for aggregate-level effects of education on fertility, using data from Zimbabwe"
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4415280486,10.21203/rs.3.rs-7538029/v1,2025,Research Square,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,The Variability of Age at First Marriage in the United States
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4230873525,10.1007/978-3-319-69892-2_655-1,2019,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Demographic Transition Theories
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W7171885220,10.1007/s43545-026-01615-1,2026,SN Social Sciences,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,"Household technology adoption, women’s time allocation, and female labor force participation: micro-level evidence from Lahore, Pakistan"
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4417520687,10.1016/j.socec.2025.102507,2025,Journal of Behavioral and Experimental Economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Alcohol Prohibition and attitudes towards spousal violence against women
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W1532011672,,2013,Puerto Rico health sciences journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Regression Models for Categorical Dependent Variables Using Stata
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W1808877298,10.1007/978-1-4614-8238-3_4,2013,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Family Values and Traditions
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W2286230149,,2012,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Gender differences in school attendance of Indian children
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4395695604,10.1177/00943061241240874d,2024,Contemporary Sociology A Journal of Reviews,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Turning the Tide: A Value-Laden Proposition
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4385988572,10.1016/j.jeem.2023.102870,2023,Journal of Environmental Economics and Management,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Pollution exposure and social conflicts: Evidence from China's daily data
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W3133251119,10.2139/ssrn.3740907,2020,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,The Birth of a Nation: Media and Racial Hate
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W1509156736,10.1007/s00148-019-00733-w,2019,Journal of Population Economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Female genital mutilation and migration in Mali: do return migrants transfer social norms?
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4381194157,10.1016/j.ejpoleco.2023.102417,2023,European Journal of Political Economy,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Influence of political movement on fields of study: Evidence from Hong Kong
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W2801025061,10.1016/j.jpubeco.2018.07.002,2018,Journal of Public Economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,News media and crime perceptions: Evidence from a natural experiment
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W2117539346,10.7312/ekir93602,1944,Columbia University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,"The Idea of Progress in America, 1815–1860"
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4391283886,10.1016/j.scs.2024.105242,2024,Sustainable Cities and Society,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Moving towards sustainable city: Can China's green finance policy lead to sustainable development of cities?
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4252543803,10.2139/ssrn.3701965,2020,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,The Nexus between Motivation and Women Entrepreneurs in Nigeria
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W2799788209,10.2307/2980397,1937,Journal Of The Royal Statistical Society,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,World Population; Past Growth and Present Trends.
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4403574428,10.1016/j.irfa.2024.103680,2024,International Review of Financial Analysis,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,The accountability system for operation and investment and audit quality of state-owned enterprises
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4200225136,10.1038/s41893-021-00830-3,2021,Nature Sustainability,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Fertility transition powered by women’s access to electricity and modern cooking fuels
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W41042948,10.1007/978-1-4614-5511-0_12,2012,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,"Adolescents’ Response to Food Marketing in Delhi, India"
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4408011681,10.1016/j.strueco.2025.02.017,2025,Structural Change and Economic Dynamics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Do low-carbon city pilots promote carbon equality? From the perspective of regional fairness
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4321115659,10.1016/j.jce.2023.01.006,2023,Journal of Comparative Economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,"The effects of South Korean Protestantism on human capital and female empowerment, 1930–2010"
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W1574068352,10.2139/ssrn.2185381,2012,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Exposure to Television and Individual Beliefs: Evidence from a Natural Experiment
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4298413795,10.2139/ssrn.4185452,2022,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,The Effects of Low-Carbon City Construction on Bus Trips
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4285113051,10.2139/ssrn.4129367,2022,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,How Does a Ban on Sex-Selective Abortions Affect Child Health?
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W2778039974,10.1016/j.jpubeco.2017.12.004,2017,Journal of Public Economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Immigration enforcement and economic resources of children with likely unauthorized parents
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4386435276,10.1016/j.enpol.2023.113803,2023,Energy Policy,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Can carbon market policies achieve a “point-to-surface” effect?—Quasi-experimental evidence from China
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W2141682926,10.1363/3509403,2003,Perspectives on Sexual and Reproductive Health,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,The Measurement and Meaning of Unintended Pregnancy
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4412424227,10.1016/j.jclepro.2025.146176,2025,Journal of Cleaner Production,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,The impact of carbon emissions trading policy on employment: Evidence from enterprises and cities
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4386777775,10.2139/ssrn.4572561,2023,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,"Macro-Prudential Policy, Digital Transformations and Banks’ Risk-Taking"
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4386955360,10.1016/j.infoecopol.2023.101058,2023,Information Economics and Policy,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,The impact of broadband Internet on public media: Evidence from China
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W3014705002,10.1007/978-3-030-35079-6_2,2020,International handbooks of population,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,The Demography of Marriage and Family: A History
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4206768392,10.2139/ssrn.4002229,2022,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Can Money Flows Be Separated between Business and Housing? Evidence from China
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4240310283,10.1007/978-94-017-8678-2,2014,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Ester Boserup’s Legacy on Sustainability
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W55059109,10.1007/978-3-642-27881-5_7,2012,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Demographic Transition in Iran: Changes and Challenges
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W2623727510,10.1016/j.jdeveco.2019.01.006,2019,Journal of Development Economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Compulsory voting and TV news consumption
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W2922361845,10.1007/s11113-019-09523-4,2019,Population Research and Policy Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Mother’s Relative Educational Status and Early Childhood Height-for-Age z Scores: A Decomposition of Change Over Time
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4390276583,10.1016/j.pacfin.2023.102243,2023,Pacific-Basin Finance Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,How does corporate venture capital enhance incumbents' innovation? Evidence from China
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W2079746052,10.1163/156853111x619229,2011,Asian journal of social science,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Explaining the Recent Upturn in Divorce in Indonesia: Developmental Idealism and the Effect of Political Change
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4387197760,10.2139/ssrn.4565860,2023,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Internet Upgrade and Rural Household Consumption
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4412657563,10.2139/ssrn.5367059,2025,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,"IPO, Labor Investment Efficiency, and Performance Reversal"
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W2316964395,10.1016/0191-8869(93)90054-7,1993,Personality and Individual Differences,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Motivation and personality
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4406320652,10.2139/ssrn.5022687,2025,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Learning Through Living Room Screens:&amp;nbsp;Experimental Evidence from Kenya
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4413882753,10.1016/j.techfore.2025.124331,2025,Technological Forecasting and Social Change,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Can digitalization of inclusive finance promote innovation of small and medium-sized enterprises? A quasi-natural experiment approach
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W7123517106,10.1007/s11150-025-09830-0,2026,Review of Economics of the Household,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Foreign Aid and Intimate Partner Violence Norms: Evidence from Ethiopia
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4387575163,10.1007/s10668-023-03967-7,2023,Environment Development and Sustainability,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Green finance policy and heavy pollution enterprises: a supply-chain and signal transmission of green credit policy for the environment—Vietnam perspective
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W1561244704,,1837,Bulletin of Miscellaneous Information (Royal Gardens Kew),UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Lectures on the Philosophy of History
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4412448784,10.2139/ssrn.5340336,2025,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Edutainment to Change Norms in India: Mothers-in-Law Learn Y the Chromosome Matters!
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W1673737856,10.2139/ssrn.2635779,2015,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Intergenerational Transmission of Gender Attitudes: Evidence from India
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W1970373884,10.1007/bf01074506,1993,Population Research and Policy Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,"The influence of rural-urban migration on migrants' fertility in Korea, Mexico and Cameroon"
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4372279697,10.1016/j.econmod.2023.106343,2023,Economic Modelling,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,"Local government fiscal squeeze, environmental regulation and firms’ polluting behavior: Evidence from China"
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4405476979,10.1016/j.jenvman.2024.123696,2024,Journal of Environmental Management,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Impact of legal commitments on carbon intensity: A multi-country perspective
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4220729203,10.1016/j.chieco.2022.101788,2022,China Economic Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Bilateral tax agreement and FDI inflows: Evidence from Hong Kong investment in the Mainland China
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W2186312761,,2011,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Developmental Idealism and Family Life in Malawi
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W204643584,10.1016/b0-08-043076-7/02174-4,2001,Elsevier eBooks,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Fertility Theory: Caldwell's Theory of Intergenerational Wealth Flows
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4223512388,10.52547/eijh.29.2.95,2022,The International Journal of Humanities,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Public Demography for Narrowing Research-policy Gap in Iran
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4396622216,10.1016/j.chieco.2024.102187,2024,China Economic Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Land price regulation and firms' global value chain position: Evidence from China
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W3124625386,10.2139/ssrn.2403119,2014,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,"Immigrants and Demography: Marriage, Divorce, and Fertility"
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W1528167040,10.2307/2938463,1993,Population and Development Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,Cultural and Economic Approaches to Fertility: Proper Marriage or Mesalliance?
C_TITLE_ONLY,2,abstract_then_full_text_if_promising,W4387507585,10.2139/ssrn.4597716,2023,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,other,no abstract in the frame; rubric title-only policy assigns INSUFFICIENT_INFO rather than a cell the record has not earned,,,,,,,,,,,"Fertility in High-Income Countries: Trends, Patterns, Determinants, and Consequences"
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W1968681873,10.2307/2808116,1982,Population and Development Review,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,NA,unclear,theory,Operative variable is the direction of intergenerational wealth flows — Wall 1 routes to C.3.f.,,,,,,,,,,,The Direction of Intergenerational Transfers and Demographic Transition: The Caldwell Hypothesis Reexamined
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W2079728356,10.17730/humo.50.2.513325k780500060,1991,Human Organization,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,DIFFUSED_FDT,no,observational,"Operative variable is children's household labour contribution interpreted through the wealth-flows model (Wall 1), and the outcome is schooling allocation, not fertility.",,,,,,,,,,,"Education, Tradition, and Household Labor among Rendille Pastoralists of Northern Kenya"
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W4409371491,10.1186/s13643-025-02833-z,2025,Systematic Reviews,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,NA,unclear,review,Operative variable is upward intergenerational transfers and old-age support (Wall 1).,,,,,,,,,,,Understanding intergenerational dynamics and social support’s impact on health and well-being of older adults in South Asia: a scoping review
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W1586803970,10.1111/ruso.12007,2013,Rural Sociology,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,NA,no,observational,Operative variable is demand for child farm labour; wealth-flows estimand under Wall 1.,,,,,,,,,,,Rural Agricultural Change and Fertility Transition in <scp>N</scp>epal
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W2291007676,10.1086/202076,1978,Current Anthropology,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,DIFFUSED_FDT,no,observational,"Operative variable is the child-to-parent flow (labour input, coresidence, old-age support), which is the wealth-flows estimand (Wall 1).",,,,,,,,,,,An Anthropological Approach to the Study of the Economic Value of Children in Java and Nepal [and Comments and Reply]
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W2072439318,10.2307/1972531,1990,Population and Development Review,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,NA,unclear,theory,"Theoretical comment whose operative variable is Caldwell's wealth-flows/kin-support transfers, which Wall 1 routes hard to C.3.f.",,,,,,,,,,,Darwinian Transitions?: A Comment
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W2123066109,10.1525/aa.1986.88.2.02a00070,1986,American Anthropologist,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,NA,no,structural,Explicitly an extension of Caldwell's wealth-flows model with expected intergenerational income flows as the operative variable (Wall 1).,,,,,,,,,,,The Modern Demographic Transition: An Analysis of Subsistence Choices and Reproductive Consequences
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W2100112274,10.1355/ae21-2c,2004,Southeast Asian Economies,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,DIFFUSED_FDT,no,review,"Reviews the shift of children from economic assets to liabilities via production costs, a structural/wealth-flows mechanism rather than an ideational one.",,,,,,,,,,,Fertility Transition in South and Southeast Asia
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W4401746385,10.1080/08959420.2024.2384183,2024,Journal of Aging & Social Policy,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,NA,no,quasi-experimental,"Operative variable is upward intergenerational support and old-age care, squarely the wealth-flows estimand.",,,,,,,,,,,Can Long-Term Care Insurance Change Eldercare Patterns? Evidence from China
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W2133827875,10.1002/ajhb.10040,2002,American Journal of Human Biology,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,NA,unclear,observational,Child labour contribution and intrahousehold transfers are the operative variables (Wall 1).,,,,,,,,,,,Evolutionary demography and intrahousehold time allocation: School attendance and child labor among the Okavango Delta Peoples of Botswana
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W4323315823,10.1080/13504851.2023.2186345,2023,Applied Economics Letters,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,NA,no,observational,"Operative variable is an intergenerational/cross-border transfer flow, not exposure to an external family model (Wall 1).",,,,,,,,,,,Remittances and fertility in Jamaica
D_WALL_OFF_WEALTH_FLOWS_C3f,3,abstract,W2133707003,10.31274/rtd-180813-9946,1994,,NOT_RELEVANT,OFF_WEALTH_FLOWS_C3f,NA,NA,no,observational,"Explicitly a wealth-flow-theory analysis of farm production structure and family labour, with the operative variable a productive/intergenerational flow rather than a family ideal.",,,,,,,,,,,The influence of structural change in agriculture on childbearing among Iowa's farm population
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W2527555632,10.1146/annurev-soc-060116-053442,2017,Annual Review of Sociology,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,SDT,unclear,review,"Appraisal of SDT theory, whose driver is internal self-oriented value change in already-modernized societies (Wall 2).",,,,,,,,,,,The Second Demographic Transition Theory: A Review and Appraisal
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W4382938432,10.2196/preprints.50468,2023,,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,SDT,unclear,observational,"Self-realization and loss-of-subjectivity content in a low-fertility society; internal value change, not an imported family model (Wall 2).",,,,,,,,,,,"""Women’s Concept of Childbirth Based on Network Text Analysis—A Topic of “What does childbirth mean to a woman” on Douban"" (Preprint)"
