screen_id,verdict,cell,note,title_only
C2F1264,INCLUDE_PRIMARY,DISPERSION_FERTILITY,"widening regional economic disparities -> fertility decline, Korea",False
C2F1265,EXCLUDE,OFF_OTHER,no C.2.f exposure or no fertility outcome,False
C2F1279,INCLUDE_PRIMARY,TUTORING_POLICY_FERTILITY,China 2021 Double Reduction -> BOTH fertility AND education investment. one-study-can-carry-the-structure,False
C2F1281,CONTEXT,THEORY,"success, status and the endogenous origins of decline; title only",True
C2F1286,EXCLUDE,OFF_OTHER,no C.2.f exposure or no fertility outcome,False
C2F1297,EXCLUDE,OFF_OTHER,no C.2.f exposure or no fertility outcome,False
C2F1309,BOUNDARY,EDUCOMP_BOUNDARY,educational reform and youth wellbeing Japan/Korea; title only,True
C2F1310,CONTEXT,THEORY,status anxiety in East Asian work ecologies,False
C2F1312,EXCLUDE,OFF_OTHER,no C.2.f exposure or no fertility outcome,False
C2F1314,EXCLUDE,OFF_OTHER,no C.2.f exposure or no fertility outcome,False
C2F1318,BOUNDARY,QQ_BOUNDARY,shadow education and family size effects on investment,False
C2F1321,EXCLUDE,OFF_OTHER,no C.2.f exposure or no fertility outcome,False
C2F1325,BOUNDARY,EDUCOMP_BOUNDARY,"AI, private tutoring, class reproduction; title only",True
C2F1327,INCLUDE_PRIMARY,REQUIRED_INVESTMENT_FERTILITY,"educational competition -> reduced family size, China",False
C2F1328,EXCLUDE,OFF_OTHER,no C.2.f exposure or no fertility outcome,False
C2F1343,INCLUDE_PRIMARY,REQUIRED_INVESTMENT_FERTILITY,"education, care, fertility Korea; social pressure and household constraints",False
C2F1346,INCLUDE_PRIMARY,DISPERSION_FERTILITY,"income inequality, human capital aspirations, fertility decisions, China; title only",True
C2F1348,INCLUDE_PRIMARY,POSITIONAL_ALLOCATION_FERTILITY,"race for elite destinations: education competition -> low fertility, Korea; title only",True
C2F1355,CONTEXT,THEORY,school choice and private tutoring in an endogenous fertility model,False
