id,tier,design,route,title,doi,rung,outcome,note,url
W1813091085,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,The Policy Context of Fertility in Spain: Toward a Gender-Egalitarian ,10.1007/978-3-319-32997-0_8,none,no_url,no_candidate_url,
W1858367105,T4_insufficient_resolve_at_retrieval,observational,INSUFFICIENT_INFO,A panel data analysis of the probability of childbirth in a J apanese ,10.1002/ajhb.22776,none,no_url,no_candidate_url,
W1917491832,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,"Can M. Aybek, Johannes Huinink, Raya Muttarak (Eds): Spatial Mobility,",10.1007/s10680-015-9359-8,1_best_oa,pdf,pdf:200,https://pure.rug.nl/ws/files/135387978/Mulder2015_Article_CanMAybekJohannesHuininkRayaMu.pdf
W139492554,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,International Marriage in Japan: A Strategy to Maintain Rural Farm Hou,10.1007/978-981-287-185-5_4,none,no_url,no_candidate_url,
W2166456894,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,How far do children move? Spatial distances after leaving the parental,10.1016/j.ssresearch.2012.03.004,none,no_url,no_candidate_url,
W2060167068,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,A Sudden Transition: Household Changes for Middle Aged U.S. Women in t,10.1007/s11113-012-9249-2,none,route_blocked,route_blocked:200:words=23:sections=0,
W1999922134,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,"Social norms, partnerships and children",10.1007/s11150-011-9120-y,1_best_oa,pdf,pdf:200,https://discovery.ucl.ac.uk/10115654/1/Sevilla_Gimenez-Nadal%20JI%3B%20Molina%20JA%3B%20Sevilla-Sanz%20A%3B%20%282012%29.pdf
W1572260106,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,Dynamics of Postmarital Residence among the Hadza,10.1007/s12110-011-9109-5,none,no_url,no_candidate_url,
W2490849082,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,Co‐residence and Family Size,10.1093/acprof:oso/9780199578092.003.0003,none,no_url,no_candidate_url,
W2062552062,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,Between Elderly Parents and Grandchildren—Geographic Proximity and Tre,10.1007/s12062-010-9022-4,none,no_url,no_candidate_url,
W107862330,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,"Living Arrangements, Health and Well-Being",10.1007/978-1-4020-9682-2_7,none,no_url,no_candidate_url,
W4243808853,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,Family Formation,10.1007/978-1-4020-5614-7_1118,none,no_url,no_candidate_url,
W1995138654,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,"Societal Transition, Policy Changes and Family Formation: Evidence fro",10.1007/s10680-005-7434-2,none,no_url,no_candidate_url,
W1494457511,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,,10.1023/a:1011904615180,none,no_url,no_candidate_url,
W3127076315,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,"Europe's demographic issues: fertility, household formation and replac",,none,no_url,no_candidate_url,
W2169154693,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,Matrilocality and female power,10.1016/s0277-5395(99)00070-9,1_best_oa,html_text,html_text:403:words=3327:sections=3,https://www.sciencedirect.com/science/article/pii/S0277539599000709
W4238343018,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,,10.1023/a:1016962202639,none,no_url,no_candidate_url,
W1990796408,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,"Urbanisation, household composition and the reproductive health of wom",10.1016/0277-9536(96)00035-4,none,no_url,no_candidate_url,
W2075521765,T4_insufficient_resolve_at_retrieval,observational,INSUFFICIENT_INFO,Cultural Influences on the Timing of First Births in India: Large Diff,10.1080/0032472031000146746,none,no_url,no_candidate_url,
W2091144280,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,Children's living arrangements in developing countries,10.1007/bf00124937,none,no_url,no_candidate_url,
W2294037556,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,Mate Selection and Fertility in Urban Nigeria,10.3138/jcfs.22.3.273,none,no_url,no_candidate_url,
W2007008588,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,Modernization and household formation on St. Bart: Continuity and chan,10.1007/bf00889468,none,no_url,no_candidate_url,
W44934614,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,The family histories of australian women,10.1007/bf01796620,none,no_url,no_candidate_url,
W3133636415,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,CHAPTER NINE. Childrearing versus Childbearing: Coresidence of Mother ,10.1525/9780520335455-012,none,no_url,no_candidate_url,
W219384829,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,Planning for population change,10.1016/0743-0167(87)90065-9,none,no_url,no_candidate_url,
W2088077897,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,Normal Stresses during the Transition to Parenthood,10.1007/978-1-4684-7021-5_9,none,no_url,no_candidate_url,
W113384975,T4_insufficient_resolve_at_retrieval,observational,INSUFFICIENT_INFO,Family Support: Helping Teenage Mothers to Cope,10.2307/2134414,none,no_url,no_candidate_url,
W7124891644,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Intergenerational transmission of home-leaving patterns,10.1017/dem.2025.10013,1_best_oa,pdf,pdf:200,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/70D6999CF774404C1FC6CB362BBF62F8/S2054089225100138a.pdf/div-class-title-intergenerational-transmission-of-home-leaving-patterns-div.pdf
W7154721579,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,"Young women’s living arrangements in Mexico: Diversity, stability, and",10.1016/j.alcr.2026.100743,none,empty_or_tiny,empty_or_tiny:000,
W7160865689,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Factors Affecting Marriage and Fertility Intentions among Unmarried Em,10.17997/swry.87.1.3,none,no_url,no_candidate_url,
W7133285592,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,The situation of young people in South Korea in the context of changes,,none,no_url,no_candidate_url,
W7165002997,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,"Desire, Intention, and Lifestyle Preferences: A Comparative Analysis o",10.12765/cpos-2026-09,1_best_oa,pdf,pdf:200,https://www.comparativepopulationstudies.de/index.php/CPoS/article/download/705/460
W7169862775,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Nuclearization of Family: Changing Family Structure in Selected South ,10.1177/03631990261470074,none,no_url,no_candidate_url,
W7164729557,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,"Migrations de travail et structure des ménages au Tadjikistan, 2012-20",,none,no_url,no_candidate_url,
W4408026238,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Changes in Latin American and Caribbean Household Structure Amidst Fer,10.1111/sifp.12282,none,empty_or_tiny,empty_or_tiny:000,
W4413411900,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Who Achieves Residential Independence? Living Arrangements of Never‐Ma,10.1111/padr.70021,none,route_blocked,route_blocked:403:words=3:sections=0,
W4417245133,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,The Shifting Nature of Intergenerational Coresidence in South Korea: 1,10.21203/rs.3.rs-8008001/v1,1_best_oa,pdf,pdf:200,https://www.researchsquare.com/article/rs-8008001/latest.pdf
W4416897549,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Parental Homes as Feathered Nets: Home-Leaving Trajectories of Young P,10.1177/23780231251395464,none,route_blocked,route_blocked:403:words=3:sections=0,
W4407895808,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Short- and long-distance home-leaving and home-returning: exploring th,10.1332/17579597y2025d000000040,none,no_url,no_candidate_url,
W4414883069,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Ideations and Intentions in the Transition to Adulthood: A Cross-Europ,10.12765/cpos-2025-13,1_best_oa,pdf,pdf:200,https://www.comparativepopulationstudies.de/index.php/CPoS/article/download/668/441
W4415235952,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,"Youth Transition Pathways in Norway: How Education, Work and Gender Ma",10.1007/978-981-96-8947-7_7,none,no_url,no_candidate_url,
W4415235979,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Youth Transitions in Switzerland: The Relevance of Gendered Life Cours,10.1007/978-981-96-8947-7_5,2_other_locations,pdf,pdf:200,https://repo.uni-hannover.de/bitstreams/ccc99239-cdba-4450-9519-4e8abf98d53e/download
W4415235964,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Young Adults Transitions to Adulthood in the United Kingdom: Protracte,10.1007/978-981-96-8947-7_6,none,no_url,no_candidate_url,
W4411017335,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Life-Course Patterns of Young Russian-Origin Estonians: An Origin-Dest,10.3917/e.popu.2402.0283,none,route_blocked,route_blocked:403:words=124:sections=1,
W4415235988,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Uncertain Futures Among Those in Precarious Employment in Japan,10.1007/978-981-96-8947-7_3,none,no_url,no_candidate_url,
W4410835045,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,The Way We Move: The Role of Parents in Geographical Mobility,10.33612/diss.1307251158,none,route_blocked,route_blocked:403:words=3:sections=0,
W4415235960,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Prolonged Transitions into Adulthood in Germany,10.1007/978-981-96-8947-7_4,none,no_url,no_candidate_url,
W4403012436,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,The transition to adulthood in Europe at the intersection of gender an,10.4054/demres.2024.51.23,0_deterministic,pdf,pdf:200,https://www.demographic-research.org/volumes/vol51/23/51-23.pdf
W4392818290,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Education systems as life course policies? The example of subnational ,10.1515/zsr-2023-0013,2_other_locations,pdf,pdf:200,https://kops.uni-konstanz.de/server/api/core/bitstreams/8b952e3e-7494-47f4-8e76-6a3567f7c2b7/content
W4405285699,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Five decades of household change across Asian societies,10.1080/17441730.2024.2431752,none,no_url,no_candidate_url,
W4399253540,T5_link1,descriptive,LINK1_ARRANGEMENT_TO_UNION,Living apart together in contemporary Spain: Diverse motivations acros,10.1016/j.alcr.2024.100627,none,no_url,no_candidate_url,
W4392195809,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,"Gender imbalance, wife’s bargain power and shrinking household size in",10.1016/j.asieco.2024.101715,none,no_url,no_candidate_url,
W4405758602,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Data Note: Social role transitions (further/higher education, employme",10.12688/wellcomeopenres.23282.1,none,route_blocked,route_blocked:200:words=23:sections=0,
W4323348478,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Pathways to Adulthood in Rural America: A Latent Profile and Latent Tr,10.1007/s10964-023-01755-0,none,route_blocked,route_blocked:200:words=23:sections=0,
W4388798228,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Transition to Adulthood and the Intergenerational Transmission of Disa,10.31235/osf.io/7wzxb,0_deterministic,pdf,pdf:200,https://osf.io/download/7wzxb/
W4384833116,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,2 Transformation of the Family Structure in Southeast Asia: Trends and,10.1355/9789814951500-004,none,route_blocked,route_blocked:405:words=2:sections=0,
W4312039345,T5_link1,observational,LINK1_ARRANGEMENT_TO_UNION,Long goodbyes: pathways of leaving home by gender and destination in S,10.1093/esr/jcac064,none,route_blocked,route_blocked:403:words=3:sections=0,
W4311640562,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Three‐Generation Households in a Central and Eastern European Country:,10.17645/si.v11i1.5968,2_other_locations,pdf,pdf:200,https://www.cogitatiopress.com/socialinclusion/article/download/5968/2979
W4285739148,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Coming of Age in Appalachia, Emerging or Expedited Adulthood?",10.7758/rsf.2022.8.4.02,1_best_oa,pdf,pdf:200,https://www.rsfjournal.org/content/rsfjss/8/4/50.full.pdf
W4214884894,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Continuity and Change in U.S. Children's Family Composition, 1968–2017",10.1215/00703370-9783507,none,route_blocked,route_blocked:200:words=23:sections=0,
W4213159238,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Interactions between educational lifecycle and transition to adulthood,10.1016/j.alcr.2022.100465,none,no_url,no_candidate_url,
W4296711332,T5_link1,observational,LINK1_ARRANGEMENT_TO_UNION,Migration Aspirations and Adolescents’ Ideal age at Union Formation in,10.1177/01979183221118908,none,route_blocked,route_blocked:200:words=23:sections=0,
W3176740512,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Leaving Parental Home in Selected Central European Countries,10.14712/23361980.2015.65,1_best_oa,pdf,pdf:200,https://karolinum.cz/data/clanek/9162/geographica_1-2_09.103-123.pdf
W3004278016,T5_link1,theory,LINK1_DRIVER_TO_ARRANGEMENT,Microsimulation of Household and Marital Transitions Leading to Childl,10.1215/00703370-9624050,none,route_blocked,route_blocked:200:words=491:sections=0,
W4200347062,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,The Economics of Households in South Africa,10.1093/oxfordhb/9780192894199.013.35,none,no_url,no_candidate_url,
W3133703609,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Adaptations to the One-Child Policy: Chinese Young Adults’ Attitudes T,10.3389/fpsyg.2021.608111,1_best_oa,pdf,pdf:200,https://www.frontiersin.org/articles/10.3389/fpsyg.2021.608111/pdf
W3180508972,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Complexity in Employment and Coresidential Trajectories Among (Dis)Adv,10.1093/sf/soab084,none,no_url,no_candidate_url,
W3015872333,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Becoming an adult in the new millennium,10.4324/9781351039949-16,none,no_url,no_candidate_url,
W3007346098,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"‘In a way, you’d like to move with them’: young people, moving away fr",10.1080/13676261.2020.1747603,1_best_oa,pdf,pdf:200,https://vbn.aau.dk/ws/files/484961821/Main_document_without_author_details_final_version.pdf
W3015970528,T5_link1,observational,LINK1_ARRANGEMENT_TO_UNION,From Living Apart to Living Together: Do Children Born before the Curr,10.12765/cpos-2020-07,1_best_oa,pdf,pdf:200,https://www.comparativepopulationstudies.de/index.php/CPoS/article/download/325/307
W4250559504,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Living arrangements across households in Europe,10.4054/mpidr-wp-2020-002,0_deterministic,pdf,pdf:200,https://www.demogr.mpg.de/papers/working/wp-2020-002.pdf
W3074764640,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Family and Demographic Issues in Japan,10.4324/9781315544748-12,none,no_url,no_candidate_url,
W3097136757,T5_link1,observational,LINK1_ARRANGEMENT_TO_UNION,Committed to independence? An exploratory study of living-apart-togeth,10.17045/sthlmuni.12668741.v1,none,route_blocked,route_blocked:202:words=0:sections=0,
W3097668493,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Intergenerational Relationships between Married Children and Their Par,10.1163/9789004447516,none,no_url,no_candidate_url,
W2963402664,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Changes and Trends in Family Structure in Taiwan, 1990 to 2010",10.1177/0192513x19863203,none,no_url,no_candidate_url,
W2941825002,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,The diversity of union and fertility trajectories in the uk,,none,route_blocked,route_blocked:200:words=161:sections=0,
W2990023259,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,What makes someone adult? The role of family transitions and independe,10.21543/dem.62.2-3.1,none,route_blocked,route_blocked:200:words=27:sections=0,
W2925771555,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Economic difficulties during the transition into adulthood in Finland ,,none,route_blocked,route_blocked:403:words=124:sections=1,
W3000317536,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,"Essays on Family Dynamics : Partnering, Fertility and Divorce in Swede",,none,empty_or_tiny,empty_or_tiny:302,
W2895972864,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Beyond the Nuclear Family: Trends in Children Living in Shared Househo,10.1007/s13524-018-0719-y,none,route_blocked,route_blocked:403:words=3:sections=0,
W2802582561,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Reconceptualising co-residence in post-growth Japanese society,10.1080/21582041.2018.1465201,1_best_oa,pdf,pdf:200,https://research-information.bris.ac.uk/ws/files/152994465/CSS_Izuhara_final_2018.pdf
W3158218977,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Families in Asia : a cross-national comparison of household-size and c,,none,route_blocked,route_blocked:200:words=403:sections=2,
W2887801281,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Adolescents’ Expectations About the Timing of Family Life Events: Unra,10.1177/0192513x18792654,2_other_locations,pdf,pdf:200,https://pure.rug.nl/ws/files/65261772/Adolescents_Expectations_About_the_Timing_of_Family_Life_Events_Unraveling_the_Role_of_Value_Transmission_and_Modeling.pdf
W2785932253,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Extended living arrangements in Chile: An analysis of subfamilies,10.17863/cam.18726,none,empty_or_tiny,empty_or_tiny:504,
W2948999932,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Changes in Family Attitudes and Behaviors in East Asia: A Comparative ,,none,no_url,no_candidate_url,
W2769144954,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Millennials and Their Parents: Implications of the New Young Adulthood,10.1093/geroni/igx026,none,route_blocked,route_blocked:200:words=23:sections=0,
W2894773831,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Family and household composition in Asia,10.4324/9781315148458-20,none,no_url,no_candidate_url,
W2611678437,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Changes in the Order of Family Life Events in 20th-Century Europe: A C,10.51964/hlcs9338,1_best_oa,pdf,pdf:200,https://hlcs.nl/article/download/9338/9835
W2776857404,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,"Quick, uncertain, and delayed adults: timing, sequencing and duration ",10.1080/13676261.2017.1421750,none,no_url,no_candidate_url,
W2622956195,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,"Church Affiliation and Life Course Transitions in The Netherlands, 185",10.12759/hsr.42.2017.2.59-91,none,route_blocked,route_blocked:500:words=35:sections=0,
W2592120746,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,El retorno al hogar de los padres en las diferentes etapas de la vida ,,none,no_url,no_candidate_url,
W2523235138,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Early adulthood and family formation,10.7765/9781526131683.00013,none,no_url,no_candidate_url,
W2753294240,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Produženi život mladih s roditeljima,,none,no_url,no_candidate_url,
W2315058528,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Do Transitions to Adulthood Converge in Europe? An Optimal Matching An,10.1093/esr/jcw003,none,route_blocked,route_blocked:200:words=185:sections=0,
W2755272857,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Do We Coreside with Parents and Children Shorter than Before,,none,no_url,no_candidate_url,
W2595350878,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Inequality in demographic behaviour. How important are parents,,none,route_blocked,route_blocked:403:words=3:sections=0,
W1948357180,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Household changes in contemporary China: an analysis based on the four,10.1186/s40711-015-0011-0,none,route_blocked,route_blocked:200:words=37:sections=0,
W1988501482,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,From Emerging to Established,10.1177/2167696815574639,none,no_url,no_candidate_url,
W2730253612,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Coresidence between Adult Family Members: A Form of Reciprocal Support,,none,no_url,no_candidate_url,
W2121697641,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Class Inequality and Adult Attainment Projects among Middle-Aged Men i,10.15195/v2.a11,1_best_oa,pdf,pdf:200,http://www.sociologicalscience.com/download/volume-2/april/SocSci_v2_186to210.pdf
W1898234533,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Pathways to Adulthood in Uruguay,,none,route_blocked,route_blocked:200:words=411:sections=1,
W4247924640,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Young Adulthood,10.1891/9780826120298.0007,none,no_url,no_candidate_url,
W102972701,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,The Transition to Adulthood Matters,10.1007/978-3-319-08308-7_10,none,no_url,no_candidate_url,
W1489635444,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Relatievormen in Nederland, 1984 ( ORIN )",10.17026/dans-xvh-7eqd,none,route_blocked,route_blocked:200:words=177:sections=0,
W2032781774,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,"Gender, Turning Points, and Boomerangs: Returning Home in Young Adulth",10.1007/s13524-013-0247-8,none,route_blocked,route_blocked:202:words=0:sections=0,
W2102282088,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,The Effects of the Great Recession on Family Structure and Fertility,10.1177/0002716213500643,none,no_url,no_candidate_url,
W2233928665,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,The Capacity of Families to Support Young Australians: Financial Trans,10.2139/ssrn.2285260,none,route_blocked,route_blocked:403:words=3:sections=0,
W2086295523,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Female Migrants and the Transition to Adulthood in Greater Jakarta,10.1177/0002716213483427,none,no_url,no_candidate_url,
W2066280819,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Lifestyle and close relationship trends among young adults in Poland,10.1177/0265407513510478,none,no_url,no_candidate_url,
W2215293663,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Transition to Adulthood,10.1007/978-90-481-9063-8_69,none,no_url,no_candidate_url,
W1858035144,T5_link1,theory,LINK1_DRIVER_TO_ARRANGEMENT,The Life Cycle of Bare Branch Families in China: A Simulation Study,10.25336/p66k7c,1_best_oa,pdf,pdf:200,https://journals.library.ualberta.ca/csp/index.php/csp/article/download/20594/15727
W1991809256,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Household Size and Structure in Iran: 1976-2006,10.2174/1874922401305010001,none,route_blocked,route_blocked:200:words=273:sections=0,
W2166588940,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,The Family Context of Cohabitation and Single Motherhood in Latin Amer,10.1111/j.1728-4457.2012.00533.x,none,no_url,no_candidate_url,
W1915343530,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Intergenerational Living Arrangements of Young Married Women in Korea,",,none,no_url,no_candidate_url,
W2500142938,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Family Change in Europe from a Transition-to-Adulthood Perspective,10.1057/9781137284198_5,none,no_url,no_candidate_url,
W2615035708,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Do Transitions to Adulthood Converge in Europe? An Optimal Matching An,,none,route_blocked,route_blocked:200:words=185:sections=0,
W2095400194,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Changes in Family Situations as Reflected in the French Censuses, 1962",10.3917/pope.1204.0551,none,route_blocked,route_blocked:200:words=6:sections=0,
W2738588363,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Young Generations, Partnership and Life Stages. Opinions and Attitudes",,none,no_url,no_candidate_url,
W2387494833,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Reseach on Relation of Family and Living Arrangements of First Generat,,none,no_url,no_candidate_url,
W1538235994,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,A life course perspective on social and family formation transitions t,,none,no_url,no_candidate_url,
W4300848464,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Comparing transitions to motherhood across contexts,10.46692/9781447307426.004,none,no_url,no_candidate_url,
W2109922457,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Nest Leaving in Europe,10.1007/978-3-642-17472-8_6,none,no_url,no_candidate_url,
W2120153624,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,The changing determinants of UK young adults' living arrangements,10.4054/demres.2011.25.20,0_deterministic,pdf,pdf:200,https://www.demographic-research.org/volumes/vol25/20/25-20.pdf
W2045405029,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Being a Good Grandparent: Roles and Expectations in Intergenerational ,10.1080/01494929.2011.619303,none,no_url,no_candidate_url,
W2049230566,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Timing and Sequencing of Events Marking the Transition to Adulthood in,10.1007/s11524-011-9547-8,none,route_blocked,route_blocked:200:words=23:sections=0,
W48229534,T5_link1,observational,LINK1_ARRANGEMENT_TO_UNION,Las mujeres jóvenes y la formación de uniones en España,,none,empty_or_tiny,empty_or_tiny:000,
W50396128,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Livets händelser i glesbygd och tätbygd : En livsbanestudie av åldersk,,none,empty_or_tiny,empty_or_tiny:302,
W1991584024,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Emptying the Nest: Older Men in the United States, 1880–2000",10.1111/j.1728-4457.2010.00332.x,none,route_blocked,route_blocked:403:words=3:sections=0,
W2155889633,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Understanding the Impact of Poverty on Critical Events in Emerging Adu,10.1177/0044118x09351909,none,no_url,no_candidate_url,
W2075906583,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Social Change and the Timing of Family Transitions in West Germany,10.1177/0961463x08099947,none,no_url,no_candidate_url,
W939940128,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Leaving home, rights to support and emancipation",10.1017/cbo9781139168625.005,none,no_url,no_candidate_url,
W2188777280,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Home is where the heart is: living arrangements of young adults in Bra,,none,no_url,no_candidate_url,
W4300073648,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Working age: safety nets and housing,10.46692/9781847423061.006,none,no_url,no_candidate_url,
W1965639278,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Changes in household formation and composition in China since the mid-,10.1007/bf03033891,none,no_url,no_candidate_url,
W2139559906,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Employment Insecurity at Labour Market Entry and Its Impact on Parenta,10.1177/0020715207083339,1_best_oa,pdf,pdf:200,https://pure.rug.nl/ws/files/2796244/WolbersMHJ-Employment-2007.pdf
