priority,paperId,doi,title,year,venue,verdict,cell,diffusion_channel,identification_of_diffusion,evidence_type,both_channel,reason,ra_decision,ra_note
2,W2019097177,10.4236/aa.2013.33020,Fertility Patterns and Reproductive Behaviours in the Lutheran and Catholic Populations from Historical Poland,2013,Advances in Anthropology,RELEVANT,PRIMARY_CULTURAL_BOUNDARY_CONTENT,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,historical,,Religious denomination (Catholic vs. Lutheran) clustering in fertility and attitudes toward birth control,,
2,W1983240153,10.1016/j.alcr.2013.12.001,Fertility and social interaction at the workplace: Does childbearing spread among colleagues?,2013,Advances in Life Course Research,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,NA,other,,Title clearly states estimand: does childbearing spread among colleagues (social contagion); no abstract to verify design,,
2,W79602622,,Friend and peer effects on entry into marriage and parenthood: A multiprocess approach,2013,RePEc: Research Papers in Economics,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,quasi-experimental,,peers' and friends' entry into marriage/parenthood raises individual's own probability of entry; social network peer effects on family formation,,
2,W2151100716,10.1016/j.alcr.2013.11.004,Geographical variations in fertility and transition to second and third birth in Britain,2013,Advances in Life Course Research,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,quasi-experimental,,"Tests whether local fertility contexts influence birth transitions through social-learning mechanisms; finds local contexts affect first-birth timing via social interaction, consistent with spatial diffusion of fertility norms",,
2,W1869683325,,Secrets and Social Influence,2013,eScholarship (California Digital Library),RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Horizontal diffusion of abortion knowledge and practice through social networks; cohort patterns and selective disclosure; miscarriage comparison controls for observables,,
2,W2223495721,,Sub-national differences in leaving lowest-low fertility in Italy,2013,ePrints Soton (University of Southampton),RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,Spatial econometric techniques find spatial association in provincial fertility decline; diffusionist interpretation but does not separate diffusion from common regional shocks,,
2,W2011562298,10.1111/j.1728-4465.2013.00344.x,The Influence of Neighbors' Family Size Preference on Progression to High Parity Births in Rural Nepal,2013,Studies in Family Planning,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Neighbors' family-size preferences influence women's fertility independent of own preferences; peer social exposure to small-family norms predicts fertility behavior.,,
2,W1695943690,,"Community, social group, and individual level correlates of rural Malawian men's and women's reproductive health intentions and practices.",2012,PubMed,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Social group membership raises contraceptive adoption odds; no explicit shock identification,,
2,W2083723585,10.1080/1081602x.2012.712209,Demographic socialization and reproductive behavior in a transitional context: a macro–micro perspective,2012,The History of the Family,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Fertility norms internalized in birth province persist post-migration; strong socialization effect for pre-migration marriages, weaker post-migration, suggesting demographic context shapes reproductive behavior.",,
2,W2500386824,,"Family, Friends and Fertility",2012,University of Groningen research database (University of Groningen / Centre for Information Technology),RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Network-based exposure to family, siblings, friends' behavior and opinions on fertility decisions; Theory of Planned Behavior applied to social-network determinants",,
2,W2045175838,10.1162/jinh_a_00306,Migrants and the Diffusion of Low Marital Fertility in Belgium,2012,The Journal of Interdisciplinary History,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Migration carries low-fertility practices/ideas; migrant couples show reduced fertility, shedding light on diffusion via geographic mobility",,
2,W637675151,,The Residential Effect on the Risk of Transition to Parenthood in Sweden,2012,KTH Publication Database DiVA (KTH Royal Institute of Technology),RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Place of childhood residual effects on fertility behavior net of current residence and individual characteristics; suggests spatial diffusion of family-formation norms,,
2,W2592063892,10.3138/jcfs.43.3.389,Transformation of Partnership Formation in Eastern Europe: The Legacy of the Past Demographic Divide,2012,Journal of Comparative Family Studies,RELEVANT,PRIMARY_CULTURAL_BOUNDARY_CONTENT,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Fertility-transition patterns follow historical cultural/religious boundaries (Hajnal line); spatial continuity of demographic innovation suggests idea spread along cultural lines,,
2,W2052682815,10.1111/j.1728-4465.2011.00270.x,Normative Influence and Desired Family Size among Young People in Rural Egypt,2011,Studies in Family Planning,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Normative influence of household/neighborhood on small-family preferences; multilevel model, but correlation structure cannot rule out common shock",,
2,W1976383517,10.11564/25-2-234,"Rural-to-urban migration, kinship networks, andfertility among the Igbo in Nigeria",2011,African Population Studies,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,qualitative,,Ethnographic evidence that kinship networks and rural-urban social ties shape fertility behavior; social organization and community ties constitute diffusion channels independent of economic drivers,,
2,W1991791697,10.1371/journal.pone.0022515,Social Transmission and the Spread of Modern Contraception in Rural Ethiopia,2011,PLoS ONE,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,tests whether friendship and spatial networks predict contraceptive adoption net of individual characteristics; identifies social diffusion mechanism but relies on residual logic rather than experimental design,,
2,W2185140513,,The Influence of Individual and Neighbor Attitudes on Progression to Higher Parity Birth,2011,,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,neighbors' attitudes independently influence women's higher-parity fertility decisions,,
2,W1992121249,10.1080/00324728.2011.579148,"The effects of social capital and social pressure on the intention to have a second or third child in France, Germany, and Bulgaria, 2004–05",2011,Population Studies,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"social capital and peer pressure effects on fertility intentions, controlling for institutional context, but no isolation from common shocks",,
2,W2113560102,10.1007/s13524-011-0023-6,Transition to Parenthood: The Role of Social Interaction and Endogenous Networks,2011,Demography,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,structural,,agent-based model where network exposure to prior adopters influences own transition to parenthood and parity,,
2,W2149592061,10.1177/1010539510370780,Contraceptive Use: Socioeconomic Correlates and Method Choices in Rural Bangladesh,2010,Asia Pacific Journal of Public Health,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Spousal discussion about family planning is the strongest predictor of contraceptive adoption and method choice, indicating social-exposure effect",,
2,W2042592527,10.1017/s0021932010000490,"DETERMINANTS OF INDUCED ABORTION: AN ANALYSIS OF INDIVIDUAL, HOUSEHOLD AND CONTEXTUAL FACTORS IN RAJASTHAN, INDIA",2010,Journal of Biosocial Science,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,network effect on abortion decision when network members have abortion experience; community knowledge effect on termination; homophily not explicitly separated,,
2,W1969491563,10.1080/00343401003713399,Do Neighbourhoods Have an Influence on Reproductive Intentions? Empirical Evidence from Milan,2010,Regional Studies,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Neighborhood/contextual effects on reproductive intentions in Milan; spatial variation in fertility preferences independent of individual characteristics,,
2,W2100497519,10.1111/j.1728-4465.2010.00222.x,Effects of Rural–Urban Return Migration on Women's Family Planning and Reproductive Health Attitudes and Behavior in Rural China,2010,Studies in Family Planning,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Return migrants from cities carry reproductive attitudes; community prevalence of return migrants predicts neighbors' contraceptive knowledge and attitudes,,
2,W2186468258,10.52518/2010.7.1-02dvdatn,Exploring the Relationship Between Interpersonal Communication and Use of Modern Method Family Planning in the Philippines,2010,Plaridel,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,UNCLEAR,qualitative,,social network transmission of fertility-control knowledge and legitimacy through family ties,,
2,W2889734796,10.3386/w16135,Fertility in New York State in the Civil War Era,2010,National Bureau of Economic Research,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,historical,,New York 1865 census; documents parity-control emergence and spatial pattern (urban decline earlier than rural); descriptive FDT pattern with no identified mechanism separating diffusion from common economic shock,,
2,W2001666071,10.1353/dem.0.0113,Knox meets Cox: Adapting epidemiological space-time statistics to demographic studies,2010,Demography,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,methodological,,"Develops space-time methods to map where fertility decline diffusion effects strongest in Brazil 1960–2000, net of covariates.",,
2,W1947260451,10.5565/rev/papers/v95n3.60,La modernización de los comportamientos de fecundidad en España durante el siglo XX. Un estudio a nivel provincial para las generaciones nacidas en la primera mitad del siglo XX,2010,Papers Revista de Sociologia,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,historical,,Provincial-level analysis of fertility control progression and territorial coherence of evolution; spatial diffusion of control practices,,
2,W3121766167,,Old Habits Die Hard (Sometimes) Can département heterogeneity tell us something about the French fertility decline??,2010,RePEc: Research Papers in Economics,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,quasi-experimental,,"2SLS département analysis of French fertility decline; spatial dependence significant net of economic factors, suggesting diffusion mechanism",,
2,W1549892818,10.4054/mpidr-wp-2009-006,"Fertility-relevant social networks: composition, structure, and meaning of personal relationships for fertility intentions",2009,,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,qualitative,,Qualitative study of personal networks and mechanisms of social influence on fertility decision-making; social exposure to network fertility norms,,
2,W2166615904,10.1002/ajhb.20940,Kin influence on the decision to start using modern contraception: A longitudinal study from rural Gambia,2009,American Journal of Human Biology,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Tests whether kin presence/absence and kin contraceptive status influence fertility-control adoption; finds little evidence but directly examines social-learning mechanism for contraceptive uptake,,
2,W2050216026,10.3989/estgeogr.0462,La fecundidad de las provincias españolas en perspectiva histórica,2009,Estudios Geográficos,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,historical,,Princeton-style provincial analysis showing territorial heterogeneity in fertility decline timing across Spanish regions,,
2,W2059414928,10.1177/0011392109342226,Qualifying Social Influence on Fertility Intentions,2009,Current Sociology,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,qualitative,,qualitative interviews documenting how social networks and interactions affect couples' fertility intentions and behavior,,
2,W2087586172,10.1007/s10680-009-9203-0,Social Interaction Effects on Fertility: Intentions and Behaviors,2009,European Journal of Population / Revue européenne de Démographie,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,NA,mechanism,,Title states social interaction → fertility estimand directly,,
2,W1542625306,10.17863/cam.5605,"Social Interactions, Ethnicity and Fertility in Kenya",2009,RePEc: Research Papers in Economics,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,structural,,Social interaction effects on fertility across ethnic groups net of individual characteristics; cannot fully separate from common cultural/economic shocks.,,
2,W2096940155,,The End of Lowest-low Fertility in Japan?: Spatial Analyses of the Fertility reversal after 2005,2009,,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Spatial clustering of fertility increase in Kyushu persists after controlling for structural covariates,,
2,W1514011341,10.4054/mpidr-wp-2009-001,Who is relevant? Exploring fertility relevant social networks,2009,,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,qualitative,,qualitative study identifying how social relationships within and beyond core family influence individuals' and couples' fertility intentions and behavior,,
2,W2144636691,10.4054/demres.2008.19.55,Beyond denomination: The relationship between religion and family planning in rural Malawi,2008,Demographic Research,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Congregation-leader attitudes and sexual morality discussion predict contraceptive use net of denomination; religious socialization shapes fertility-control adoption,,
2,W1986910339,10.1002/psp.480,Regional fertility differences in Turkey: persistent high fertility in the southeast,2008,Population Space and Place,RELEVANT,PRIMARY_CULTURAL_BOUNDARY_CONTENT,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"linguistic/cultural barriers (local languages, traditional norms) prevent entry into social interaction process adopting modern reproductive behavior; geographic clustering by ethnicity",,
2,W1859493624,,Social Interactions and Fertility in Developing Countries,2008,RePEc: Research Papers in Economics,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Social interactions amplify effects on fertility choices; group exposure multiplies individual effects on fertility decisions,,
2,W1971309813,10.1353/dem.0.0004,"The legacies of context: Past and present influences on contraceptive choice in Nang Rong, Thailand",2008,Demography,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Community contraceptive prevalence (normative environment) affects individual adoption; peer exposure effect,,
2,W2052103415,10.1353/prv.0.0001,"Towards Smaller Family Size in Egypt, Morocco and Turkey: Overall Change over Time or Socio-economic Compositional Effect?",2008,Population review,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Overall societal change drives fertility decline beyond socioeconomic composition; residual diffusion of small-family norms across society,,
2,W1497250829,,When Smaller Families Look Contagious: A Spatial Look At The French Fertility Decline Using An Agent-Based Simulation Model,2008,RePEc: Research Papers in Economics,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,structural,,Agent-based simulation testing whether social influence on fertility decisions explains observed spatial pattern of French fertility decline,,
2,W1589501264,10.4054/mpidr-wp-2007-036,Contextualising demography: the significance of local clusters of fertility in Scotland,2007,,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,local fertility clusters in Scotland cannot be explained by socioeconomic variables; social interaction processes and residential sorting mentioned as mechanisms,,
2,W2017811894,10.1353/jda.2007.0014,"Economics, Geography, Family Planning and Rapidity of Change in the Demographic Transition: the Case of the Egyptian Muhafazas 1960-1996",2007,The Journal of developing areas,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"North-south fertility gradient persists after controlling for development, economics, and migration; wanes over time, suggesting spatial spread",,
2,W1981889428,10.1080/14616690701314101,LEARNING FROM OTHERS AND RECEIVING SUPPORT: THE IMPACT OF PERSONAL NETWORKS ON FERTILITY INTENTIONS IN POLAND,2007,European Societies,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Network partners at similar reproductive stage directly influence intentions for first/second child,,
2,W1506486382,,Lessons from Empirical Network Analyses on Matters of Life and Death in East Africa,2007,eScholarship (California Digital Library),RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Quantitative and qualitative evidence that informal social networks and peer interactions affect fertility reduction and behavior adoption; networks may diffuse new reproductive options independent of economic context,,
2,W2128201808,10.1177/2345678906292238,Social Influences on Fertility,2007,Journal of Mixed Methods Research,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,social networks and personal relationships influence fertility and family formation behavior,,
2,W2284318054,10.12759/hsr.32.2007.2.42-67,"The Decline of Illegitimacy and the Control of Marital Fertility During the Demographic Transition. Testing the Innovation-diffusion Hypothesis Using Cohort Fertility Data from a Belgian Town, 1850-1910",2007,Social Science Open Access Repository (GESIS – Leibniz Institute for the Social Sciences),RELEVANT,PRIMARY_SOCIAL_EXPOSURE,LEGITIMATION_KNOWLEDGE,DESCRIPTIVE_RESIDUAL_ONLY,quasi-experimental,,Tests innovation-diffusion hypothesis by comparing fertility-control adoption (stopping) in couples with and without premarital births; parallel decline of illegitimacy and marital fertility suggests diffusion of contraceptive innovation,,
2,W2167817151,10.1002/psp.413,Diversity in fertility patterns in Guatemala,2006,Population Space and Place,RELEVANT,PRIMARY_CULTURAL_BOUNDARY_CONTENT,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,observational,,ethnic diversity and indigenous proportion as independent correlates of fertility decline; cultural boundaries constraining/enabling spread of reproductive ideas,,
2,W2108976036,10.1177/000312240607100206,"Infant Mortality, Social Networks, and Subsequent Fertility",2006,American Sociological Review,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Social network mortality experience shapes women's fertility decisions through social learning,,
2,W2336261232,10.4000/bmsap.1843,"La pratique contraceptive dans la Wilaya de Marrakech (Maroc): niveau, but, évolution et relation avec la fécondité",2006,Bulletins et Mémoires de la Société d anthropologie de Paris,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,Documents spatial diffusion of contraception use from urban center (1965) to rural areas (1975) with accelerating adoption pace; urban-rural contrast,,
2,W2094489490,10.1017/s0021932006001416,PERIOD AND COHORT DYNAMICS IN FERTILITY NORMS AT THE ONSET OF THE DEMOGRAPHIC TRANSITION IN KENYA 1978–1998,2006,Journal of Biosocial Science,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,LEGITIMATION_KNOWLEDGE,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,"Period and cohort effects in fertility norms in Kenya over transition; documents diffusion of acceptability of limitation across cohorts and time, though identification is residual (development does not explain norm spread)",,
2,W1484619025,10.1201/9781420005837-16,The Uptake of Modern Contraception in a Gambian Community: The Diffusion of an Innovation over 25 Years,2006,,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Village and social-tie patterns dominate year effects on contraceptive uptake; villages with strong ties diffuse slower, suggesting social-network mediation of adoption independent of common shocks",,
2,W2760225427,10.31390/gradschool_theses.717,Voluntary childlessness in the United States: recent trends by cohort and period,2006,,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Documents diffusion of voluntary childlessness norm across cohorts, education, and religiosity; explicitly identifies diffusion as mechanism",,
2,W2023872920,10.1007/bf03031866,Womens education and diffusion of the fertility transition: The case of Egypt 1960–1996 in 4905 administrative subdivisions,2006,Journal of Population Research,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Title explicitly states 'diffusion of fertility transition' with spatial analysis; Egypt subnational study,,
2,W1532859281,10.26686/wgtn.16934737.v1,"Family Planning Decision-Making at Grass Roots Level: Case Studies in West Java, Indonesia",2005,,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,LEGITIMATION_KNOWLEDGE,DESCRIPTIVE_RESIDUAL_ONLY,qualitative,,Small-family philosophy permeates village; shapes fertility control decisions through information access and legitimacy.,,
2,W2007130504,10.1177/0020715205059204,Is the Pace of Social Change Accelerating?,2005,International Journal of Comparative Sociology,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Social integration through common languages facilitated transmission of new fertility-control norms; acceleration explained by both social diffusion and elite-initiated programs,,
2,W3125931361,10.4054/mpidr-wp-2005-017,Learning from others and receiving support: the impact of personal networks on fertility intentions in Poland,2005,,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Personal networks with adopters / similar reproductive stage increases intention to have next child,,
2,W2000998703,10.1111/j.1728-4465.2005.00070.x,Migration and the Diffusion of Modern Contraceptive Knowledge and Use in Rural Guatemala,2005,Studies in Family Planning,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,migration-created social ties to urban/international migrants carry contraceptive knowledge and increase adoption; diffusion effect controls for individual/community characteristics,,
2,W2047459539,10.1080/10810730500228789,The Selection of Family Planning Discussion Partners in Nepal,2005,Journal of Health Communication,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Women strategically select contraceptive users as discussion partners to confirm beliefs; network formation around fertility control,,
2,W2085495235,10.1353/dem.2005.0035,The influence of network mortality experience on nonnumeric response concerning expected family size: Evidence from a Nepalese mountain village,2005,Demography,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Network members' mortality experience (via social learning) influences women's family size expectations in a Nepalese village,,
2,W2403791704,10.1515/zfsoz-2004-0101,Der Einfluss starker Beziehungen auf die Nutzung moderner Kontrazeptiva in Kenia / The Influence of Strong Ties on the Use of Modern Contraceptives in Kenya,2004,Zeitschrift für Soziologie,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Strong ties to contraceptive users predict own adoption; informal communication in social networks drives diffusion net of method access,,
2,W2051992571,10.1023/b:eujp.0000014572.66520.0d,Diffusion Effects in the European Fertility Transition: Historical Evidence from Within a Belgian Town (1846–1910),2004,European Journal of Population / Revue européenne de Démographie,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,NA,historical,,title states estimand verbatim: Diffusion Effects in fertility transition studied within a Belgian town; no design named in title,,
2,W2088257963,10.1111/j.0039-3665.2004.00031.x,How Family Planning Ideas Are Spread Within Social Groups in Rural Malawi,2004,Studies in Family Planning,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,qualitative,,In-depth study of how family planning ideas and methods spread through social groups; documents gossip and informal conversation as diffusion channels for FP knowledge,,
2,W4230799578,10.3917/popu.303.0309,"La fécondité des Palestiniennes à Gaza, en Cisjordanie, en Jordanie et au Liban",2003,Population,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,"Descriptive analysis of Palestinian fertility variation across Gaza, West Bank, Jordan, Lebanon; documents spatial variation and changing role of refugee status over time; no identified mechanism",,
2,W1508188991,,Social Interaction and Contraceptive Change in Northern Ghana,2003,Bioline International (Bioline International),RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Panel data shows family planning discussion partners' contraceptive use/status predicts individual adoption 3 years later; social contagion effect.,,
2,W1550869509,,"Socio-economic characteristics, completed fertility, and the transition from low to high order parities in Mexico",2003,RePEc: Research Papers in Economics,RELEVANT,PRIMARY_CULTURAL_BOUNDARY_CONTENT,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Studies role of religion and ethnicity in adoption and diffusion of low-fertility norms in Mexico; finds diffusion occurs across ethnic but not religious lines, showing cultural boundary clustering",,
2,W2064650628,10.1363/ifpp.29.058.03,Women's networks and the social world of fertility behavior.,2003,PubMed,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Social network attributes predict fertility and contraceptive adoption; network composition (kin, external members) directly influences fertility control adoption",,
2,W245034627,10.1023/a:1021125800070,"From the First to the Second Demographic Transition: An Interpretation of the Spatial Continuity of Demographic Innovation in France, Belgium and Switzerland",2002,European Journal of Population / Revue européenne de Démographie,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,historical,,"title states spatial continuity of demographic innovation across transitions in France, Belgium, Switzerland; geographic diffusion pattern persistence",,
2,W2069809762,10.1080/10810730290001774,Indirect Exposure to a Family Planning Mass Media Campaign in Nepal,2002,Journal of Health Communication,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"indirect social exposure to mass media messages more strongly predicts contraceptive adoption than direct exposure, isolating social network effect",,
2,W2083045112,10.1177/08912430222104903,Men's Talk About “Women's Matters”,2002,Gender & Society,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,qualitative,,informal peer communication about family planning shapes men's reproductive attitudes; gender ideology shapes peer information transmission,,
2,W1484874190,10.31899/pgy6.1070,Social organization and reproductive behavior in southern Ghana,2002,,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,mixed,,Explicitly examines effects of social organization on diffusion of innovative reproductive ideas and behaviors; finds weak direct association but documents role of informal social interaction patterns in fertility change,,
2,W2024993879,10.1353/dem.2002.0014,Spatial variation in contraceptive use in Bangladesh: Looking Beyond the borders,2002,Demography,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Spatial patterns and cross-border linguistic/cultural diffusion of contraceptive adoption; contagion bands suggest diffusion but controls do not isolate from common shock,,
