Entity,Code,Year,"Share (richest decile, before tax)"
Afghanistan,AFG,2008,41.94
Afghanistan,AFG,2012,38.76
Afghanistan,AFG,2018,41.01
Albania,ALB,1996,32.53
Albania,ALB,2002,33.59
Albania,ALB,2005,33.09
Albania,ALB,2008,33.03
Albania,ALB,2012,32.97
Albania,ALB,2015,35.21
Albania,ALB,2016,35.77
Albania,ALB,2017,35.45
Albania,ALB,2018,35.03
Albania,ALB,2019,34.48
Albania,ALB,2020,34.48
Albania,ALB,2021,34.35
Albania,ALB,2022,34.66
Algeria,DZA,2006,46.6
Algeria,DZA,2011,43.27
Algeria,DZA,2013,50.1
Angola,AGO,2000,58.03
Angola,AGO,2008,49.32
Angola,AGO,2018,58.01
Argentina,ARG,2001,51.66
Argentina,ARG,2002,53.24
Argentina,ARG,2003,50.25
Argentina,ARG,2004,49.5
Argentina,ARG,2005,46.74
Argentina,ARG,2006,44.55
Argentina,ARG,2007,47.42
Argentina,ARG,2008,41.4
Argentina,ARG,2009,41.71
Argentina,ARG,2010,42.58
Argentina,ARG,2011,40.03
Argentina,ARG,2012,38.81
Argentina,ARG,2013,39.85
Argentina,ARG,2014,41.6
Argentina,ARG,2017,41.79
Argentina,ARG,2018,41.76
Argentina,ARG,2019,43.7
Argentina,ARG,2020,45.11
Argentina,ARG,2021,42.67
Argentina,ARG,2022,43.23
Armenia,ARM,1996,46.77
Armenia,ARM,1999,44.17
Australia,AUS,1910,50
Australia,AUS,1930,32.53
Australia,AUS,1940,34.36
Australia,AUS,1950,33.41
Australia,AUS,1951,27.35
Australia,AUS,1952,26.95
Australia,AUS,1953,26.62
Australia,AUS,1954,26.29
Australia,AUS,1955,25.98
Australia,AUS,1956,26.23
Australia,AUS,1957,24.11
Australia,AUS,1958,30.38
Australia,AUS,1959,28.64
Australia,AUS,1960,28.45
Australia,AUS,1961,28.46
Australia,AUS,1962,28.95
Australia,AUS,1963,29.35
Australia,AUS,1964,28.69
Australia,AUS,1965,28.35
Australia,AUS,1966,27.54
Australia,AUS,1967,27.75
Australia,AUS,1968,27.44
Australia,AUS,1969,27.15
Australia,AUS,1970,26.88
Australia,AUS,1971,27.13
Australia,AUS,1972,26.74
Australia,AUS,1973,26.12
Australia,AUS,1974,25.27
Australia,AUS,1975,24.47
Australia,AUS,1976,24.09
Australia,AUS,1977,24.12
Australia,AUS,1978,24
Australia,AUS,1979,24.43
Australia,AUS,1980,24.85
Australia,AUS,1981,24.79
Australia,AUS,1982,25.09
Australia,AUS,1983,24.83
Australia,AUS,1984,25.3
Australia,AUS,1985,25.52
Australia,AUS,1986,26.29
Australia,AUS,1987,27.87
Australia,AUS,1988,29.48
Australia,AUS,1989,27.53
Australia,AUS,1990,26.9
Australia,AUS,1991,29.59
Australia,AUS,1992,29.26
Australia,AUS,1993,29.88
Australia,AUS,1994,30.34
Australia,AUS,1995,30.87
Australia,AUS,1996,30.94
Australia,AUS,1997,30.34
Australia,AUS,1998,31.07
Australia,AUS,1999,31.15
Australia,AUS,2000,31.89
Australia,AUS,2001,31.71
Australia,AUS,2002,32.64
Australia,AUS,2003,32.61
Australia,AUS,2004,33.29
Australia,AUS,2005,33.69
Australia,AUS,2006,33.83
Australia,AUS,2007,34.14
Australia,AUS,2008,34.31
Australia,AUS,2009,35.12
Australia,AUS,2010,34.87
Australia,AUS,2011,35.15
Australia,AUS,2012,35.08
Australia,AUS,2013,34.82
Australia,AUS,2014,34.86
Australia,AUS,2015,34.48
Australia,AUS,2016,33.74
Australia,AUS,2017,34.36
Australia,AUS,2018,33.76
Australia,AUS,2019,32.91
Australia,AUS,2020,34.06
Australia,AUS,2021,35.41
Australia,AUS,2022,35.17
Austria,AUT,2004,32.61
Austria,AUT,2005,32.05
Austria,AUT,2006,32.84
Austria,AUT,2007,32.67
Austria,AUT,2008,32.53
Austria,AUT,2009,31.31
Austria,AUT,2010,32.57
Austria,AUT,2011,32.23
Austria,AUT,2012,31.79
Austria,AUT,2015,31.26
Austria,AUT,2016,32.67
Austria,AUT,2017,31.58
Azerbaijan,AZE,1995,42.87
Bahrain,BHR,1995,56.52
Bahrain,BHR,2005,59.7
Bahrain,BHR,2009,49.23
Bahrain,BHR,2015,57.75
Bangladesh,BGD,1983,36.52
Bangladesh,BGD,1985,38.91
Bangladesh,BGD,1988,40.54
Bangladesh,BGD,1991,38.54
Bangladesh,BGD,1995,44.88
Bangladesh,BGD,2000,44.49
Bangladesh,BGD,2005,45.48
Bangladesh,BGD,2010,43.63
Bangladesh,BGD,2016,42.39
Belgium,BEL,1985,31.2
Belgium,BEL,1988,33.37
Belgium,BEL,1991,32.38
Belgium,BEL,1992,32.01
Belgium,BEL,1993,32.1
Belgium,BEL,1994,32.97
Belgium,BEL,1995,32.47
Belgium,BEL,1996,32.75
Belgium,BEL,1997,32.85
Belgium,BEL,1998,32.6
Belgium,BEL,1999,32.74
Belgium,BEL,2000,32.6
Belgium,BEL,2001,32.18
Belgium,BEL,2002,31.57
Belgium,BEL,2003,31.54
Belgium,BEL,2004,32.21
Belgium,BEL,2005,31.97
Belgium,BEL,2006,32.41
Belgium,BEL,2007,33.34
Belgium,BEL,2008,31.72
Belgium,BEL,2009,30.94
Belgium,BEL,2010,31.35
Belgium,BEL,2011,31.14
Belgium,BEL,2012,31.38
Belgium,BEL,2014,31.87
Belgium,BEL,2015,31.83
Belgium,BEL,2016,32.12
Belgium,BEL,2017,31.83
Belgium,BEL,2018,32.83
Belgium,BEL,2019,32.95
Belgium,BEL,2020,32.95
Belgium,BEL,2021,32.94
Belgium,BEL,2022,32.91
Benin,BEN,2003,48.83
Benin,BEN,2011,51.9
Benin,BEN,2015,54.75
Benin,BEN,2018,47.24
Benin,BEN,2021,43.67
Bhutan,BTN,2003,49.19
Bhutan,BTN,2007,45.12
Bhutan,BTN,2012,46.41
Bhutan,BTN,2017,42.14
Bosnia and Herzegovina,BIH,1984,28.92
Bosnia and Herzegovina,BIH,1985,28.31
Bosnia and Herzegovina,BIH,1986,27.94
Bosnia and Herzegovina,BIH,1987,28.8
Bosnia and Herzegovina,BIH,1988,30.05
Bosnia and Herzegovina,BIH,1990,27.36
Bosnia and Herzegovina,BIH,2001,32.59
Bosnia and Herzegovina,BIH,2004,34.31
Bosnia and Herzegovina,BIH,2007,33.86
Bosnia and Herzegovina,BIH,2011,34.8
Bosnia and Herzegovina,BIH,2015,34.69
Botswana,BWA,1985,60.98
Botswana,BWA,1993,69.11
Botswana,BWA,2002,66.9
Botswana,BWA,2009,64.63
Botswana,BWA,2015,60.61
Brazil,BRA,2002,59.34
Brazil,BRA,2003,58.98
Brazil,BRA,2004,58.18
Brazil,BRA,2005,60.49
Brazil,BRA,2006,60.39
Brazil,BRA,2007,58.78
Brazil,BRA,2008,58.44
Brazil,BRA,2009,57.98
Brazil,BRA,2012,58.56
Brazil,BRA,2013,57.59
Brazil,BRA,2014,57.92
Brazil,BRA,2015,59.13
Brazil,BRA,2016,58.35
Brazil,BRA,2017,57.85
Brazil,BRA,2018,57.42
Brazil,BRA,2019,56.45
Brazil,BRA,2020,59.08
Brazil,BRA,2021,59.94
Brazil,BRA,2022,59.39
Brunei,BRN,2005,36.4
Brunei,BRN,2011,35.42
Brunei,BRN,2016,36.8
Bulgaria,BGR,1924,33.11
Bulgaria,BGR,1925,32.69
Bulgaria,BGR,1926,32.02
Bulgaria,BGR,1927,31.75
Bulgaria,BGR,1928,31.54
Bulgaria,BGR,1929,31.09
Bulgaria,BGR,1930,30.97
Bulgaria,BGR,1931,31.32
Bulgaria,BGR,1932,31.33
Bulgaria,BGR,1933,31.91
Bulgaria,BGR,1934,31.97
Bulgaria,BGR,1935,31.93
Bulgaria,BGR,1936,31.9
Bulgaria,BGR,1937,32.29
Bulgaria,BGR,1938,32.31
Bulgaria,BGR,1939,32.18
Bulgaria,BGR,1940,32.7
Bulgaria,BGR,1941,32.28
Bulgaria,BGR,1942,32.06
Bulgaria,BGR,1943,31.31
Bulgaria,BGR,1944,31.14
Bulgaria,BGR,1945,31.04
Bulgaria,BGR,1980,21.38
Bulgaria,BGR,1981,21.64
Bulgaria,BGR,1982,24.66
Bulgaria,BGR,1983,24.39
Bulgaria,BGR,1984,23.89
Bulgaria,BGR,1987,18.12
Bulgaria,BGR,1988,17.52
Bulgaria,BGR,1989,22.75
Bulgaria,BGR,1990,25.56
Bulgaria,BGR,1993,33.63
Bulgaria,BGR,1994,38.95
Bulgaria,BGR,1995,40.52
Bulgaria,BGR,1996,38.87
Bulgaria,BGR,1997,38.01
Bulgaria,BGR,1998,36.13
Bulgaria,BGR,1999,36.1
Bulgaria,BGR,2000,35.03
Bulgaria,BGR,2001,36.22
Bulgaria,BGR,2002,37.59
Bulgaria,BGR,2003,36.47
Bulgaria,BGR,2006,35.63
Bulgaria,BGR,2009,35.46
Bulgaria,BGR,2010,35.3
Bulgaria,BGR,2011,35.55
Bulgaria,BGR,2012,37.53
Bulgaria,BGR,2013,36.05
Bulgaria,BGR,2014,37.95
Bulgaria,BGR,2015,39.08
Bulgaria,BGR,2016,41.88
Bulgaria,BGR,2017,44.34
Bulgaria,BGR,2018,44.19
Bulgaria,BGR,2019,41.97
Bulgaria,BGR,2020,41.97
Bulgaria,BGR,2021,43.79
Bulgaria,BGR,2022,44.99
Bulgaria,BGR,2023,44.5
Burkina Faso,BFA,1994,57.95
Burkina Faso,BFA,1998,62.03
Burkina Faso,BFA,2003,51.34
Burkina Faso,BFA,2009,50.01
Burkina Faso,BFA,2014,47.26
Burkina Faso,BFA,2018,53.39
Burkina Faso,BFA,2021,47.55
Burundi,BDI,1992,42.83
Burundi,BDI,1998,50.42
Burundi,BDI,2006,45.15
Burundi,BDI,2013,48.39
Burundi,BDI,2020,47.1
Cambodia,KHM,2010,55.74
Cambodia,KHM,2011,46.68
Cambodia,KHM,2012,45.52
Cambodia,KHM,2013,47.8
Cambodia,KHM,2014,45.45
Cameroon,CMR,1945,57.84
Cameroon,CMR,1996,54.31
Cameroon,CMR,2001,51.78
Cameroon,CMR,2007,50.33
Cameroon,CMR,2014,52.05
Cameroon,CMR,2021,47.6
Canada,CAN,1920,37.42
Canada,CAN,1930,37.6
Canada,CAN,1940,39.17
Canada,CAN,1950,28.77
Canada,CAN,1951,27.07
Canada,CAN,1952,27.22
Canada,CAN,1953,28.03
Canada,CAN,1954,29.18
Canada,CAN,1955,28.65
Canada,CAN,1956,27.91
Canada,CAN,1957,28.42
Canada,CAN,1958,28.94
Canada,CAN,1959,29
Canada,CAN,1960,29.34
Canada,CAN,1961,29.85
Canada,CAN,1962,28.51
Canada,CAN,1963,28.16
Canada,CAN,1964,28.51
Canada,CAN,1965,28
Canada,CAN,1966,27.59
Canada,CAN,1967,27.88
Canada,CAN,1968,28.08
Canada,CAN,1969,28.15
Canada,CAN,1970,28.67
Canada,CAN,1971,28.51
Canada,CAN,1972,28.41
Canada,CAN,1973,28.25
Canada,CAN,1974,28.57
Canada,CAN,1975,29.84
Canada,CAN,1976,29.15
Canada,CAN,1977,28.55
Canada,CAN,1978,28.85
Canada,CAN,1979,29.13
Canada,CAN,1980,30.03
Canada,CAN,1981,28.91
Canada,CAN,1982,28.48
Canada,CAN,1983,28.86
Canada,CAN,1984,29.07
Canada,CAN,1985,29.19
Canada,CAN,1986,29.65
Canada,CAN,1987,29.9
Canada,CAN,1988,30.71
Canada,CAN,1989,31.44
Canada,CAN,1990,31.61
Canada,CAN,1991,31.8
Canada,CAN,1992,31.83
Canada,CAN,1993,32.51
Canada,CAN,1994,32.68
Canada,CAN,1995,33.17
Canada,CAN,1996,33.83
Canada,CAN,1997,34.64
Canada,CAN,1998,34.86
Canada,CAN,1999,35.37
Canada,CAN,2000,36.48
Canada,CAN,2001,36.5
Canada,CAN,2002,36.6
Canada,CAN,2003,36.95
Canada,CAN,2004,37.56
Canada,CAN,2005,38.07
Canada,CAN,2006,38.38
Canada,CAN,2007,38.38
Canada,CAN,2008,37.58
Canada,CAN,2009,35.88
Canada,CAN,2010,36.52
Canada,CAN,2011,36.47
Canada,CAN,2012,35.82
Canada,CAN,2013,35.87
Canada,CAN,2014,35.65
Canada,CAN,2015,35.39
Canada,CAN,2016,34.13
Canada,CAN,2017,34.81
Canada,CAN,2018,34.6
Canada,CAN,2019,34.38
Canada,CAN,2020,35.18
Canada,CAN,2021,36.22
Canada,CAN,2022,36.78
Cape Verde,CPV,2001,60.86
Cape Verde,CPV,2007,55.05
Cape Verde,CPV,2015,49.08
Central African Republic,CAF,1992,64.28
Central African Republic,CAF,2008,64.91
Central African Republic,CAF,2021,50.39
Chad,TCD,2003,47.74
Chad,TCD,2011,49.3
Chad,TCD,2018,46.68
Chad,TCD,2022,46.36
Chile,CHL,2000,62.73
Chile,CHL,2003,60.16
Chile,CHL,2006,64.55
Chile,CHL,2009,63.34
Chile,CHL,2011,68.29
Chile,CHL,2013,66.07
Chile,CHL,2015,65.22
Chile,CHL,2017,63.46
Chile,CHL,2020,59.05
Chile,CHL,2022,59.47
China,CHN,1979,27.98
China,CHN,1980,28.05
China,CHN,1981,28.47
China,CHN,1982,28.87
China,CHN,1983,28.96
China,CHN,1984,29.45
China,CHN,1985,30.31
China,CHN,1986,30.54
China,CHN,1987,30.37
China,CHN,1988,30.71
China,CHN,1989,31.26
China,CHN,1990,31
China,CHN,1991,31.64
China,CHN,1992,32.84
China,CHN,1993,34.03
China,CHN,1994,34.46
China,CHN,1995,34.03
China,CHN,1996,34.05
China,CHN,1997,34.06
China,CHN,1998,34.39
China,CHN,1999,34.93
China,CHN,2000,36
China,CHN,2001,36.75
China,CHN,2002,39.8
China,CHN,2003,40.63
China,CHN,2004,41.34
China,CHN,2005,42.28
China,CHN,2006,42.48
China,CHN,2007,42.81
China,CHN,2008,42.81
China,CHN,2009,42.74
China,CHN,2010,42.95
China,CHN,2011,43.23
China,CHN,2012,41.81
China,CHN,2013,42.47
China,CHN,2014,41.68
China,CHN,2015,41.78
Colombia,COL,2003,60.11
Colombia,COL,2004,62.24
Colombia,COL,2005,61.11
Colombia,COL,2009,60.58
Colombia,COL,2010,60.07
Colombia,COL,2011,60.56
Colombia,COL,2012,58.25
Colombia,COL,2013,58.7
Colombia,COL,2014,55.95
Colombia,COL,2015,56.26
Colombia,COL,2016,56.7
Colombia,COL,2017,58.97
Colombia,COL,2018,59.6
Colombia,COL,2019,59.69
Colombia,COL,2020,61.22
Colombia,COL,2021,60.92
Colombia,COL,2022,63.31
Comoros,COM,2004,66.96
Comoros,COM,2014,50.26
Congo,COG,2005,54.53
Congo,COG,2011,55.93
Costa Rica,CRI,2011,52.04
Costa Rica,CRI,2012,51.32
Costa Rica,CRI,2013,52.8
Costa Rica,CRI,2014,52.65
Costa Rica,CRI,2015,53.42
Costa Rica,CRI,2016,54.79
Costa Rica,CRI,2017,52.66
Costa Rica,CRI,2018,52.31
Costa Rica,CRI,2019,55.16
Costa Rica,CRI,2020,56.08
Costa Rica,CRI,2021,57.66
Costa Rica,CRI,2022,49.53
Cote d'Ivoire,CIV,1986,46.26
Cote d'Ivoire,CIV,1987,49.35
Cote d'Ivoire,CIV,1988,44.86
Cote d'Ivoire,CIV,1992,45.81
Cote d'Ivoire,CIV,1995,50.34
Cote d'Ivoire,CIV,2008,49.48
Cote d'Ivoire,CIV,2015,48.97
Cote d'Ivoire,CIV,2018,45.56
Cote d'Ivoire,CIV,2021,44.32
Croatia,HRV,1967,28.93
Croatia,HRV,1968,28.77
Croatia,HRV,1970,28.56
Croatia,HRV,1973,28.01
Croatia,HRV,1974,27.9
Croatia,HRV,1977,27.51
Croatia,HRV,1978,27.4
Croatia,HRV,1979,27.36
Croatia,HRV,1984,27.46
Croatia,HRV,1985,27.56
Croatia,HRV,1986,27.66
Croatia,HRV,1987,26.24
Croatia,HRV,1988,26.25
Croatia,HRV,1990,29.98
Croatia,HRV,1998,33.08
Croatia,HRV,1999,33.47
Croatia,HRV,2000,32.43
Croatia,HRV,2001,32.38
Croatia,HRV,2002,31.56
Croatia,HRV,2003,31.05
Croatia,HRV,2004,32.01
Croatia,HRV,2005,33.31
Croatia,HRV,2006,33.44
Croatia,HRV,2007,34.28
Croatia,HRV,2008,34.02
Croatia,HRV,2009,32.83
Croatia,HRV,2010,32.67
Croatia,HRV,2011,33.86
Croatia,HRV,2012,33.65
Croatia,HRV,2013,33.9
Croatia,HRV,2014,34.3
Croatia,HRV,2015,34.29
Croatia,HRV,2016,33.16
Croatia,HRV,2017,33.22
Croatia,HRV,2018,34.94
Croatia,HRV,2019,34.71
Croatia,HRV,2020,34.71
Croatia,HRV,2021,34.86
Croatia,HRV,2022,34.76
Cyprus,CYP,1990,37.18
Cyprus,CYP,1996,35.58
Cyprus,CYP,2004,30.58
Cyprus,CYP,2005,30.52
Cyprus,CYP,2006,32.26
Cyprus,CYP,2007,30.64
Cyprus,CYP,2008,34.67
Cyprus,CYP,2009,34.95
Cyprus,CYP,2010,33.53
Cyprus,CYP,2011,37.33
Cyprus,CYP,2012,37.8
Cyprus,CYP,2015,37.51
Cyprus,CYP,2016,36.08
Cyprus,CYP,2017,35.38
Cyprus,CYP,2018,37.23
Cyprus,CYP,2019,33.69
Cyprus,CYP,2020,33.69
Cyprus,CYP,2021,33.64
Cyprus,CYP,2022,33.24
Czechia,CZE,1980,18.17
Czechia,CZE,1981,17.95
Czechia,CZE,1985,17.93
Czechia,CZE,1989,19.74
Czechia,CZE,1990,20.97
Czechia,CZE,1993,28.6
Czechia,CZE,1994,29.92
Czechia,CZE,1995,29.55
Czechia,CZE,1996,30
Czechia,CZE,1997,28.95
Czechia,CZE,1998,30.38
Czechia,CZE,1999,30.09
Czechia,CZE,2000,30.01
Czechia,CZE,2001,30.2
Czechia,CZE,2002,29.37
Czechia,CZE,2005,30.25
Czechia,CZE,2006,30.28
Czechia,CZE,2007,30.38
Czechia,CZE,2008,32.26
Czechia,CZE,2009,29.93
Czechia,CZE,2010,29.87
Czechia,CZE,2011,29.08
Czechia,CZE,2012,30.4
Czechia,CZE,2013,29.75
Czechia,CZE,2014,30.39
Czechia,CZE,2015,30.83
Czechia,CZE,2016,29.89
Czechia,CZE,2017,29.64
Czechia,CZE,2018,28.86
Czechia,CZE,2019,28.97
Czechia,CZE,2020,28.97
Czechia,CZE,2021,29.03
Czechia,CZE,2022,29.03
Democratic Republic of Congo,COD,2004,49.33
Democratic Republic of Congo,COD,2012,48.84
Democratic Republic of Congo,COD,2020,53.97
Denmark,DNK,1981,25.91
Denmark,DNK,1982,25.81
Denmark,DNK,1983,27.15
Denmark,DNK,1984,27.76
Denmark,DNK,1985,28.35
Denmark,DNK,1986,27.34
Denmark,DNK,1987,27.27
Denmark,DNK,1988,26.97
Denmark,DNK,1989,27.32
Denmark,DNK,1990,27.42
Denmark,DNK,1991,27.31
Denmark,DNK,1992,27.43
Denmark,DNK,1993,27.42
Denmark,DNK,1994,28.33
Denmark,DNK,1995,28.45
Denmark,DNK,1996,28.74
Denmark,DNK,1997,29.84
Denmark,DNK,1998,29.62
Denmark,DNK,1999,31.08
Denmark,DNK,2000,31.39
Denmark,DNK,2001,29.68
Denmark,DNK,2002,29.08
Denmark,DNK,2003,28.64
Denmark,DNK,2004,29.22
Denmark,DNK,2005,30.81
Denmark,DNK,2006,31.23
Denmark,DNK,2007,30.65
Denmark,DNK,2008,30.21
Denmark,DNK,2009,29.14
Denmark,DNK,2010,31.72
Denmark,DNK,2011,31.81
Denmark,DNK,2012,31.9
Denmark,DNK,2013,32.93
Denmark,DNK,2014,33.67
Denmark,DNK,2015,33.19
Denmark,DNK,2016,33.49
Denmark,DNK,2017,33.51
Denmark,DNK,2018,33.51
Denmark,DNK,2019,33.24
Denmark,DNK,2020,33.24
Denmark,DNK,2021,33.3
Denmark,DNK,2022,33.31
Djibouti,DJI,2002,47.9
Djibouti,DJI,2013,51.46
Djibouti,DJI,2017,49.55
Dominican Republic,DOM,2013,56.09
Dominican Republic,DOM,2014,53.75
Dominican Republic,DOM,2015,54.66
Dominican Republic,DOM,2016,55.54
Dominican Republic,DOM,2017,52.64
Dominican Republic,DOM,2018,54.96
Dominican Republic,DOM,2019,52.05
Dominican Republic,DOM,2020,49.86
Dominican Republic,DOM,2021,48.41
Dominican Republic,DOM,2022,45.42
East Asia (WID),,1820,47.24
East Asia (WID),,1850,48.59
East Asia (WID),,1880,51.52
East Asia (WID),,1900,53.19
East Asia (WID),,1910,53.25
East Asia (WID),,1920,57.58
East Asia (WID),,1930,56.19
East Asia (WID),,1940,55.48
East Asia (WID),,1950,35.83
East Asia (WID),,1960,42.88
East Asia (WID),,1970,53.74
East Asia (WID),,1980,57.73
East Asia (WID),,1981,57.47
East Asia (WID),,1982,57.03
East Asia (WID),,1983,56.51
East Asia (WID),,1984,55.99
East Asia (WID),,1985,55.97
East Asia (WID),,1986,55.9
East Asia (WID),,1987,55.84
East Asia (WID),,1988,56.75
East Asia (WID),,1989,57.7
East Asia (WID),,1990,58.74
East Asia (WID),,1991,58.38
East Asia (WID),,1992,56.59
East Asia (WID),,1993,55.75
East Asia (WID),,1994,54.58
East Asia (WID),,1995,53.55
East Asia (WID),,1996,54.11
East Asia (WID),,1997,53.36
East Asia (WID),,1998,53.36
East Asia (WID),,1999,53.05
East Asia (WID),,2000,53.4
East Asia (WID),,2001,53.52
East Asia (WID),,2002,53.28
East Asia (WID),,2003,52.84
East Asia (WID),,2004,52.65
East Asia (WID),,2005,52.67
East Asia (WID),,2006,51.84
East Asia (WID),,2007,50.42
East Asia (WID),,2008,49.57
East Asia (WID),,2009,48.77
East Asia (WID),,2010,48.54
East Asia (WID),,2011,47.81
East Asia (WID),,2012,46.3
East Asia (WID),,2013,46.25
East Asia (WID),,2014,45.37
East Asia (WID),,2015,45.17
East Asia (WID),,2016,45.23
East Asia (WID),,2017,45.79
East Asia (WID),,2018,45.42
East Asia (WID),,2019,45.07
East Asia (WID),,2020,45.63
East Asia (WID),,2021,45.75
East Asia (WID),,2022,45.66
East Asia (WID),,2023,45.65
East Asia (WID),,2024,45.72
East Germany,OWID_GDR,1980,18.95
East Germany,OWID_GDR,1981,19.22
East Germany,OWID_GDR,1982,19.49
East Germany,OWID_GDR,1983,19.76
East Germany,OWID_GDR,1984,20.1
East Germany,OWID_GDR,1985,20.44
East Germany,OWID_GDR,1986,20.6
East Germany,OWID_GDR,1987,20.76
East Germany,OWID_GDR,1988,20.92
East Germany,OWID_GDR,1989,20.92
East Germany,OWID_GDR,1990,20.92
East Timor,TLS,2001,46.3
East Timor,TLS,2007,40.24
East Timor,TLS,2014,41.3
Ecuador,ECU,2001,54.43
Ecuador,ECU,2003,52.69
Ecuador,ECU,2006,48.61
Ecuador,ECU,2007,54.29
Ecuador,ECU,2008,49.9
Ecuador,ECU,2009,48.46
Ecuador,ECU,2010,50.73
Ecuador,ECU,2011,44.75
Ecuador,ECU,2012,46.91
Ecuador,ECU,2013,45.24
Ecuador,ECU,2014,43.74
Ecuador,ECU,2015,41.79
Ecuador,ECU,2016,40.61
Ecuador,ECU,2017,42.24
Ecuador,ECU,2018,44.16
Ecuador,ECU,2019,43.66
Ecuador,ECU,2020,46.78
Ecuador,ECU,2021,47.63
Ecuador,ECU,2022,45.65
Egypt,EGY,1990,47.14
Egypt,EGY,1995,46.81
Egypt,EGY,1999,51.78
Egypt,EGY,2004,50.54
Egypt,EGY,2008,50.44
Egypt,EGY,2010,48.65
Egypt,EGY,2012,49.28
Egypt,EGY,2015,51.07
Egypt,EGY,2017,50.01
Egypt,EGY,2020,49.29
El Salvador,SLV,2001,50.85
El Salvador,SLV,2002,50.09
El Salvador,SLV,2003,49.67
El Salvador,SLV,2004,50.5
El Salvador,SLV,2005,51.14
El Salvador,SLV,2006,49.79
El Salvador,SLV,2007,51.16
El Salvador,SLV,2010,47.46
El Salvador,SLV,2013,52.69
El Salvador,SLV,2014,51.74
El Salvador,SLV,2015,46.68
El Salvador,SLV,2016,48.78
El Salvador,SLV,2017,43.57
El Salvador,SLV,2018,43.83
El Salvador,SLV,2019,44.6
El Salvador,SLV,2020,47.71
El Salvador,SLV,2021,42.89
El Salvador,SLV,2022,42.4
Equatorial Guinea,GNQ,2022,45.33
Estonia,EST,1988,23.72
Estonia,EST,1993,40.6
Estonia,EST,1998,42.28
Estonia,EST,2001,41.14
Estonia,EST,2002,42.93
Estonia,EST,2003,42.77
Estonia,EST,2004,40.95
Estonia,EST,2005,44.72
Estonia,EST,2006,40.85
Estonia,EST,2007,39.47
Estonia,EST,2008,37.55
Estonia,EST,2009,34.42
Estonia,EST,2010,35.96
Estonia,EST,2011,37.28
Estonia,EST,2012,39.23
Estonia,EST,2013,38.89
Estonia,EST,2014,38.49
Estonia,EST,2015,35.88
Estonia,EST,2016,35.41
Estonia,EST,2017,35.39
Estonia,EST,2018,35.55
Estonia,EST,2019,40.76
Estonia,EST,2020,40.76
Estonia,EST,2021,41.48
Estonia,EST,2022,42.28
Eswatini,SWZ,1994,67.35
Eswatini,SWZ,2000,62.22
Eswatini,SWZ,2009,57.28
Eswatini,SWZ,2016,59.88
Ethiopia,ETH,1995,58.32
Ethiopia,ETH,1999,42.45
Ethiopia,ETH,2004,43.05
Ethiopia,ETH,2010,44.66
Ethiopia,ETH,2015,45.47
Ethiopia,ETH,2021,40.47
Europe (WID),,1820,51.09
Europe (WID),,1850,52.05
Europe (WID),,1880,52.81
Europe (WID),,1900,54.09
Europe (WID),,1910,52.87
Europe (WID),,1920,46.91
Europe (WID),,1930,41.31
Europe (WID),,1940,41.77
Europe (WID),,1950,36.25
Europe (WID),,1960,35.49
Europe (WID),,1970,32.2
Europe (WID),,1980,30.19
Europe (WID),,1981,30.08
Europe (WID),,1982,30.02
Europe (WID),,1983,30.01
Europe (WID),,1984,30.26
Europe (WID),,1985,30.51
Europe (WID),,1986,30.89
Europe (WID),,1987,31.29
Europe (WID),,1988,31.9
Europe (WID),,1989,32.43
Europe (WID),,1990,32.96
Europe (WID),,1991,33.14
Europe (WID),,1992,33.55
Europe (WID),,1993,33.73
Europe (WID),,1994,33.97
Europe (WID),,1995,34.09
Europe (WID),,1996,34.53
Europe (WID),,1997,34.97
Europe (WID),,1998,35.53
Europe (WID),,1999,35.68
Europe (WID),,2000,35.78
Europe (WID),,2001,35.68
Europe (WID),,2002,35.68
Europe (WID),,2003,35.72
Europe (WID),,2004,36.06
Europe (WID),,2005,36.6
Europe (WID),,2006,36.9
Europe (WID),,2007,37.38
Europe (WID),,2008,36.58
Europe (WID),,2009,36.47
Europe (WID),,2010,36.13
Europe (WID),,2011,36.23
Europe (WID),,2012,36.26
Europe (WID),,2013,36.74
Europe (WID),,2014,36.69
Europe (WID),,2015,36.6
Europe (WID),,2016,36.5
Europe (WID),,2017,36.6
Europe (WID),,2018,36.43
Europe (WID),,2019,36.22
Europe (WID),,2020,36.33
Europe (WID),,2021,36.4
Europe (WID),,2022,36.39
Europe (WID),,2023,36.39
Europe (WID),,2024,36.34
Finland,FIN,1920,45.66
Finland,FIN,1921,44.99
Finland,FIN,1922,44.2
Finland,FIN,1923,43.1
Finland,FIN,1924,42.46
Finland,FIN,1925,41.95
Finland,FIN,1926,40.94
Finland,FIN,1927,40.35
Finland,FIN,1928,39.76
Finland,FIN,1929,39.07
Finland,FIN,1930,38.44
Finland,FIN,1931,38.65
Finland,FIN,1932,38.71
Finland,FIN,1933,39.07
Finland,FIN,1934,39.18
Finland,FIN,1935,38.98
Finland,FIN,1936,39.29
Finland,FIN,1937,39.62
Finland,FIN,1938,39.62
Finland,FIN,1939,39.87
Finland,FIN,1940,39.7
Finland,FIN,1941,38.83
Finland,FIN,1942,38.25
Finland,FIN,1943,37.14
Finland,FIN,1944,36.51
Finland,FIN,1945,36
Finland,FIN,1946,34.8
Finland,FIN,1947,34.24
